,holc_grade,median,mean,min,max,std,num_pixels,pixel_frac,num_bounds,year_range
0,A,0.14911505375427872,0.15376055788709148,-0.04736521385899378,0.4007128247123381,0.08665169669301108,740.5,0.9997650375939849,528,2003-2012
1,B,0.11464264889740423,0.12688762860041986,-0.05976459844432213,0.4027916455628846,0.08723007342566481,1060.8194444444443,0.9905492794868083,2376,2003-2012
2,C,0.08375344915780349,0.09255562061899442,-0.07487992040337527,0.3865941198892427,0.07658931936684046,1306.6560846560847,0.9957610129132689,6237,2003-2012
3,D,0.06365857424048708,0.07835524417142431,-0.08142459085118665,0.3865571536668269,0.08663118603350682,1189.8487394957983,0.9811494277188617,3927,2003-2012
4,E,0.09326956669489543,0.0951198504842592,-0.08098037360292493,0.4236261596282323,0.10427666116844524,725.0,1.0,33,2003-2012
