,holc_grade,median,mean,min,max,std,num_pixels,pixel_frac,num_bounds,year_range
0,A,0.14862683435113958,0.15236135840286108,-0.02680122675799514,0.37694815781791335,0.07799297067685984,740.5,0.9997650375939848,416,1984-1993
1,B,0.1282912561790341,0.1380623726820645,-0.04608953191200271,0.39338398301271466,0.0826341344235648,1060.8194444444443,0.9905492794868094,1872,1984-1993
2,C,0.10524848733532792,0.11204407041570438,-0.057891263685648967,0.3858555084080832,0.07598420166168658,1304.7348145128415,0.9934475319903627,4906,1984-1993
3,D,0.08570300147893122,0.09728659916345822,-0.06331378979794802,0.38165327880897687,0.08309339570216931,1191.5974740932643,0.9816401375378817,3088,1984-1993
4,E,0.0907906349748373,0.09533405783944406,-0.06925362577805153,0.42419578708135164,0.09392537807042782,725.0,1.0,26,1984-1993
