,holc_grade,median,mean,min,max,std,num_pixels,pixel_frac,num_bounds,year_range
0,A,0.14911505375427872,0.15376055788709148,-0.04736521385899378,0.4007128247123381,0.08665169669301108,740.5,0.9997650375939849,528,2003-2012
1,B,0.10997850075616095,0.1226873543342647,-0.06131853851876766,0.4006551653630548,0.08663114646643207,1088.2714285714285,0.9948915037986766,2310,2003-2012
2,C,0.08348863784533485,0.09233294080742999,-0.07497199174187247,0.3865825911872161,0.07665501585242841,1306.1436170212767,0.9963875477394984,6204,2003-2012
3,D,0.05825323677450952,0.07349494633515613,-0.08294886484510895,0.38562889638503967,0.08591528434544146,1231.1769911504425,0.9979907931515574,3729,2003-2012
4,E,0.09326956669489543,0.0951198504842592,-0.08098037360292493,0.4236261596282323,0.10427666116844524,725.0,1.0,33,2003-2012
