,holc_grade,median,mean,min,max,std,num_pixels,pixel_frac,num_bounds,year_range
0,A,0.14862683435113958,0.15236135840286108,-0.02680122675799514,0.37694815781791335,0.07799297067685984,740.5,0.9997650375939848,416,1984-1993
1,B,0.12349440135563222,0.13377363807651288,-0.04811796760493582,0.3915786367887119,0.08230962948003723,1088.2714285714285,0.9948915037986774,1820,1984-1993
2,C,0.10487568003918979,0.11176285846173781,-0.057982942467327596,0.3859413227001789,0.0760127531439219,1307.069475847893,0.9963530443435663,4865,1984-1993
3,D,0.08058509309469813,0.09284748582914726,-0.06413383911625338,0.38081974857524875,0.08237128921269599,1232.2079072937968,0.9980082513764602,2934,1984-1993
4,E,0.0907906349748373,0.09533405783944406,-0.06925362577805153,0.42419578708135164,0.09392537807042782,725.0,1.0,26,1984-1993
