,source_file,holc_grade,loc_year,median,mean,min,max,std
3,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,C,NYQueens1938,0.047491756540530165,0.05552803942968289,-0.07034400829139191,0.30629495201162527,0.065716840754691
4,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,C,NYStatenIsland1940,0.18151419423520565,0.18319777694220343,-0.030941677667821448,0.4175683992604415,0.0870745973661542
0,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,D,NYBronx1938,0.0018006669623511179,0.020770397369882888,-0.0966040428195681,0.38808007751192364,0.07214247648205076
1,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,D,NYBrooklyn1938,-0.012237606630863054,0.0002588248892646772,-0.09143968671560287,0.2587651300203541,0.05078229113765385
2,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,D,NYManhattan1937,-0.041362257639843004,-0.030346243426686636,-0.09503298170036739,0.1485901854035479,0.03999666471241249
3,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,D,NYQueens1938,0.03702867747499393,0.047964922819608964,-0.07132533283378834,0.28143008577470213,0.06780656071332021
4,stats_ndvi_LT05_L1TP_013032_19850917_20161004_01_T1.csv,D,NYStatenIsland1940,0.17198761167895535,0.17578321144632672,-0.07350415481335443,0.44017043191453686,0.09914475485034611
0,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYC,0.1462461744376924,0.15113943873438984,-0.007869831519201394,0.3538107394706458,0.07211158680729568
1,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYC,0.13628066627360466,0.14224343950303997,-0.023218441030217543,0.3667662096106344,0.07441616875843869
2,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYC,0.11066398197518927,0.11626850677870963,-0.039655387379406465,0.3664612223704656,0.07019694766433782
3,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYC,0.08469655307620264,0.09493820813284921,-0.04952890934234783,0.3598156516291514,0.07657868365029327
4,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,E,NYC,0.07762537151575089,0.08214808255434036,-0.02842797338962555,0.2955563962459564,0.06434749811887741
0,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYBronx1938,0.2880817651748657,0.2811300009489059,0.08179642818868162,0.41718874871730804,0.056658005341887474
1,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYBrooklyn1938,0.13486933708190918,0.13550584018230438,-0.03854863718152046,0.3402511775493622,0.0686400830745697
2,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYManhattan1937,0.025654575030785054,0.040000853361561894,-0.06265407428145409,0.2697324506007135,0.06899061426520348
3,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYQueens1938,0.245626762509346,0.21973328292369845,-0.03369660675525665,0.4252788722515106,0.09294895827770233
4,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,A,NYStatenIsland1940,0.2945106402039528,0.2951812669634819,0.07099191937595606,0.47580116987228394,0.08173885568976402
0,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYBronx1938,0.11026406491344626,0.11883751099759882,-0.005947812968357043,0.30929108370434155,0.06358616358854553
1,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYBrooklyn1938,0.08874076506232514,0.09260976500809193,-0.052346221006968445,0.3508940593284719,0.06600373325979009
2,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYManhattan1937,0.032951604186867677,0.06538219682018583,-0.05236863096555074,0.32490507637461025,0.09522312165548404
3,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYQueens1938,0.19312397543998325,0.1884682303404107,-0.030411871971891206,0.3922959171673831,0.0743856870514505
4,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,B,NYStatenIsland1940,0.22747889459133147,0.2247601826985677,0.028600622713565827,0.431458310286204,0.0752812497317791
0,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYBronx1938,0.0732711382696162,0.08254904688700386,-0.029986456704690405,0.32368220259313996,0.059815148944440094
1,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYBrooklyn1938,0.05069599028676748,0.05857976980507374,-0.07011929228901863,0.34332618951797483,0.0656214140355587
2,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYManhattan1937,0.0070537244124958915,0.0346799255348742,-0.056873910749951996,0.27909480035305023,0.07608475411931674
3,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYQueens1938,0.11684181155670467,0.12059886823618063,-0.04253028690613605,0.3682740183026941,0.07010392250644194
4,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,C,NYStatenIsland1940,0.2062955511113008,0.20904464709262052,0.00041282949193070334,0.44501419986287755,0.08387064204240839
0,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYBronx1938,0.07149042295558113,0.08478066857372012,-0.045893302253846614,0.35497064675603596,0.071245724601405
1,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYBrooklyn1938,0.0466967649029001,0.05893746099394301,-0.06765153607272584,0.36862650319286017,0.07232530479845793
2,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYManhattan1937,0.010906774481689488,0.02808560566821446,-0.06879256210393375,0.2873232165972392,0.06589625748219313
3,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYQueens1938,0.08925363722328956,0.09801372054677743,-0.04566748910702956,0.35174125012678975,0.07841978852565472
4,stats_ndvi_LT05_L1TP_013032_19880621_20161002_01_T1.csv,D,NYStatenIsland1940,0.20561115216949713,0.20729452306809631,-0.01644654410040897,0.4512705582639445,0.09187350292568622
0,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYC,0.17180546052986756,0.1766943752008956,-0.022870518267154694,0.4268255438655615,0.09116216900292784
1,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYC,0.14911482388722813,0.15871532338254232,-0.04646845928962446,0.4383812594330973,0.09407900625632869
2,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYC,0.12154211789349872,0.12866667173334728,-0.060226621273806485,0.4274009824114502,0.08530577930508468
3,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYC,0.10080164828642953,0.11350193068956439,-0.06224313856126005,0.4281663655483422,0.09504563132880114
4,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,E,NYC,0.1114226132631302,0.11084625124931337,-0.08604466915130615,0.4953559935092926,0.10730640590190887
0,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYBronx1938,0.3945019543170929,0.3782902956008911,0.06014261581003667,0.5504535436630249,0.085437823086977
1,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYBrooklyn1938,0.1499594897031784,0.15275432169437408,-0.04730084165930748,0.4638039171695709,0.08368756622076035
2,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYManhattan1937,0.031083515961654484,0.04942196927731857,-0.073577715549618,0.3383007273077965,0.08943801210261881
3,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYQueens1938,0.22708362340927124,0.20132848620414734,-0.0431470088660717,0.3981254398822784,0.09353923052549362
4,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,A,NYStatenIsland1940,0.3335430547595024,0.3302677124738693,0.0482140127569437,0.5399916097521782,0.09874704107642174
0,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYBronx1938,0.14513875611803748,0.15713680535554886,-0.045596467331051826,0.46766769073226233,0.10639702122319829
1,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYBrooklyn1938,0.09692347444155637,0.10132933101233314,-0.06361566878416959,0.40466968802844777,0.07558227965936941
2,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYManhattan1937,0.030669813898081582,0.08190669114992488,-0.07780790142714977,0.4407101087272167,0.13493474697073302
3,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYQueens1938,0.18892418549341314,0.18389180850456743,-0.0516599869245992,0.40112439148566303,0.07773529146524037
4,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,B,NYStatenIsland1940,0.26081953446070355,0.2578239172697067,0.0032808690642317138,0.49547236164410907,0.09184703628222148
0,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYBronx1938,0.10172273133597944,0.11535871077490889,-0.07517264993942302,0.4835528783176256,0.10190342334301575
1,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYBrooklyn1938,0.060624946095049384,0.07013626024127007,-0.0852391293644905,0.4218954253196716,0.078940170109272
2,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYManhattan1937,0.0036297847206393876,0.044270613541205726,-0.09297716431319714,0.3672478223840396,0.10384170214335124
3,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYQueens1938,0.12132382826661472,0.12578360709730904,-0.05793083397050699,0.4034695508512291,0.07850245460196659
4,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,C,NYStatenIsland1940,0.23447875678539276,0.23682250144581,-0.022279028392707307,0.5050448651115099,0.10286194272339344
0,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYBronx1938,0.09534496707575661,0.11410258870039668,-0.08226800018123218,0.49418529868125916,0.10981273118938718
1,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYBrooklyn1938,0.05973237752914429,0.07479110724576142,-0.0778196335810682,0.4376216621502586,0.0888660958279734
2,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYManhattan1937,0.01283645052117882,0.036645590646744323,-0.08269929264982541,0.3629060602850384,0.08417888882535475
3,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYQueens1938,0.10289102030965762,0.11307575448583333,-0.0550770865371212,0.4023808263815366,0.09337339416528359
4,stats_ndvi_LT05_L1TP_013032_19880808_20161002_01_T1.csv,D,NYStatenIsland1940,0.24325229292330536,0.24297525183014249,-0.028709506028858217,0.5189515792805216,0.11232297543598257
0,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYC,0.14065629802644253,0.14527513517532498,-0.014056672633159906,0.35133549314923584,0.07092414528597146
1,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYC,0.12458766013151035,0.13215526788392,-0.029407206308355346,0.35981536180608803,0.07331811020978624
2,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYC,0.1040306802218159,0.1093203891980309,-0.04151921504714265,0.3540765662436132,0.06737808278076864
3,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYC,0.08453152716519828,0.09439764858108306,-0.04923863492968703,0.34529006399777756,0.07483309220929607
4,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,E,NYC,0.09111705422401427,0.09326250851154327,-0.0664261132478714,0.3830147087574005,0.087558813393116
0,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYBronx1938,0.34019604325294495,0.32979318499565125,0.060860125813633204,0.49374665319919586,0.06802481971681118
1,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYBrooklyn1938,0.116673082113266,0.11956755816936493,-0.038202088326215744,0.3484618067741394,0.06625205278396606
2,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYManhattan1937,0.024190405383706096,0.03624781523831189,-0.07083678664639592,0.2668160521425307,0.0711836579721421
3,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYQueens1938,0.19018881022930145,0.16725404560565948,-0.01839815638959408,0.357356458902359,0.07420926541090013
4,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,A,NYStatenIsland1940,0.2674308866262436,0.2720029167830944,0.06916688103228807,0.4483819752931595,0.07220152579247952
0,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYBronx1938,0.12962684052234347,0.14037128097631715,-0.02749336138367653,0.40566845644604077,0.0871584073386409
1,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYBrooklyn1938,0.0733869220404064,0.075566190021003,-0.054515216006513906,0.313678297049859,0.05726391471484128
2,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYManhattan1937,0.02271392006271829,0.06146774487569928,-0.06854096862177055,0.3496146115163962,0.10609303942571084
3,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYQueens1938,0.16019513710018465,0.1565318206215606,-0.027262554394409937,0.33669669224935417,0.060899818206534666
4,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,B,NYStatenIsland1940,0.22006361583868664,0.21918773849805195,0.026521456086387236,0.41284019152323403,0.0692174347738425
0,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYBronx1938,0.09039115120211373,0.10198656121349853,-0.053813192831433335,0.4119275601013847,0.08448964130619298
1,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYBrooklyn1938,0.04043206680566072,0.047759481519460675,-0.07435119807720185,0.3340050530433655,0.061100083142518996
2,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYManhattan1937,-0.0035665952600538735,0.027743517886847258,-0.08274693476657073,0.30288729071617126,0.08265681440631549
3,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYQueens1938,0.1053484581528349,0.10840989220971325,-0.0383901093910272,0.3336326762496888,0.061980799176134506
4,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,C,NYStatenIsland1940,0.20415504711369672,0.20507985291381678,0.0002973122561040024,0.4268941668172677,0.07866184258212645
0,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYBronx1938,0.08467815976057734,0.10165432734148842,-0.06290080504758018,0.4322827969278608,0.09269114583730698
1,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYBrooklyn1938,0.03902486906103466,0.05061677981006062,-0.06839923673997754,0.34417993478153064,0.06748603268162064
2,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYManhattan1937,0.0006179564666968805,0.017889930534659437,-0.07879993830014158,0.26290568240262846,0.06360073297939918
3,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYQueens1938,0.09363748805406384,0.1016554748283129,-0.03799759425843755,0.3323404834820674,0.07573179136484097
4,stats_ndvi_LT05_L1TP_013032_19890726_20161002_01_T1.csv,D,NYStatenIsland1940,0.21306025074875873,0.2134766222342201,-0.010278476786840221,0.43859422854755237,0.08840702376935793
0,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYC,0.16244532848941162,0.16769908538844902,-0.025624771020375192,0.4207336846739054,0.08492673467844725
1,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYC,0.14319167575902408,0.15364894041946778,-0.04548569128382951,0.4320983940528499,0.09135917274074422
2,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYC,0.12049890839785495,0.12828831960047996,-0.06548171596867698,0.4351385665476007,0.08630605747617742
3,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,D,NYC,0.10115242587840732,0.11421996615670559,-0.06346996564480688,0.43139979431108266,0.09618538818439516
4,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,E,NYC,0.10508765280246736,0.10517921298742294,-0.09305238723754884,0.4945208430290222,0.10650961101055144
0,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYBronx1938,0.36966732144355774,0.35776662826538086,0.02791663631796836,0.5327036678791046,0.07997080124914646
1,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYBrooklyn1938,0.13968056440353396,0.1404191106557846,-0.07640417665243149,0.4502040445804596,0.07994479686021805
2,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYManhattan1937,0.026038887561298907,0.04477736694389023,-0.07416304806247354,0.33185648545622826,0.08489700173959136
3,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYQueens1938,0.2175496220588684,0.1944881230592728,-0.04613279551267624,0.3848771750926971,0.08929471671581267
4,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,A,NYStatenIsland1940,0.3235623314976692,0.31863148510456085,0.06250293692573905,0.5440996289253235,0.08761765621602534
0,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYBronx1938,0.1350557255474004,0.14968881688334726,-0.04098990136249499,0.4469150088050149,0.10370078818364577
1,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYBrooklyn1938,0.09609233522239853,0.10108789801597595,-0.06762175196233917,0.41614705324172974,0.07720359370988958
2,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYManhattan1937,0.027655902008215588,0.077001672781383,-0.07743060185263555,0.42436673243840534,0.12893421854823828
3,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYQueens1938,0.18106143680565498,0.17734714685117497,-0.046842251794741434,0.4013250277322881,0.0743320413372096
4,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,B,NYStatenIsland1940,0.2520468483368556,0.2505820592244466,0.003398295243581136,0.4803728739420573,0.08758902326226234
0,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYBronx1938,0.09928570578441671,0.11443604107784189,-0.09129615889295288,0.48299209060876264,0.10365698745717174
1,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYBrooklyn1938,0.05931396175175905,0.06993404515087605,-0.09056225627660751,0.42994755327701567,0.08098748967051506
2,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYManhattan1937,0.004447153148551782,0.04515833811213573,-0.09722766528526942,0.37123912821213406,0.10257164513071378
3,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYQueens1938,0.12137644345293173,0.12668819228808084,-0.06001696306037473,0.41763745006677266,0.08045833601473688
4,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,C,NYStatenIsland1940,0.2295168861746788,0.230532206594944,-0.03195530688390136,0.4916037681202094,0.09819757255415122
0,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,D,NYBronx1938,0.08992641312735421,0.1106643985424723,-0.08397678605147771,0.4921821057796478,0.10912606865167618
1,stats_ndvi_LT05_L1TP_013032_19900830_20161001_01_T1.csv,D,NYBrooklyn1938,0.06079108636502339,0.0758966858620229,-0.07996799505275229,0.45684882739315863,0.09162197618380837
