,source_file,holc_grade,loc_year,median,mean,min,max,std
3,stats_ndvi_LT05_L1TP_013032_20010727_20160917_01_T1.csv,D,NYQueens1938,0.09045637033593196,0.10078430200855319,-0.07171428781480362,0.4097907464855757,0.09814387645858985
4,stats_ndvi_LT05_L1TP_013032_20010727_20160917_01_T1.csv,D,NYStatenIsland1940,0.2325959730407466,0.23752668046432993,-0.04912658792960903,0.568331689938255,0.12788960758758627
0,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYC,0.14684501697774976,0.1523599170250236,-0.04447118740063161,0.4041790720075369,0.08673453377559781
1,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYC,0.11956648610066622,0.13084656067399514,-0.05703603498275495,0.4019175147016843,0.08950335884259807
2,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYC,0.09027263944692633,0.09842676692026317,-0.07002295682788211,0.39068065366890065,0.07930071474540801
3,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYC,0.06801666223107516,0.08155398965681641,-0.07421078262928904,0.38426694774828035,0.08860504026172542
4,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,E,NYC,0.09674050658941268,0.10144514590501784,-0.08892032504081726,0.4916835725307465,0.1083751544356346
0,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYBronx1938,0.3600675165653229,0.3410228490829468,-0.02038783673197031,0.5093706101179123,0.08647165820002556
1,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYBrooklyn1938,0.11399167776107788,0.11957352608442308,-0.0697433277964592,0.34663015604019165,0.08067235350608826
2,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYManhattan1937,0.016311139566823844,0.034497605098295026,-0.08525119628757238,0.3383960612118244,0.08482726756483316
3,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYQueens1938,0.1696203351020813,0.15445785224437714,-0.059388481080532074,0.3617010712623596,0.0829182118177414
4,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,A,NYStatenIsland1940,0.30382102727890015,0.30142518877983093,0.035094513557851315,0.5081560537219048,0.09315012954175472
0,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYBronx1938,0.1068558685312217,0.12139093063094399,-0.056464928117665375,0.42011877352541144,0.09877482463013042
1,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYBrooklyn1938,0.07620793186566409,0.08276378100409228,-0.07416190908235662,0.377923169556786,0.07563359640976962
2,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYManhattan1937,0.015367075800895691,0.06331075370932619,-0.08606100579102834,0.40614185730616253,0.12560535750041404
3,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYQueens1938,0.15500194623189814,0.15290365116122892,-0.058205497451126575,0.367776797098272,0.0725996027536252
4,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,B,NYStatenIsland1940,0.22122664054234822,0.2213051160176595,-0.013500155260165533,0.45107685526212055,0.08869933933019639
0,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYBronx1938,0.0715761006931248,0.08708447466462689,-0.08065642351689546,0.44432298385578656,0.09475577201532281
1,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYBrooklyn1938,0.040051535852253434,0.05018527451902628,-0.08119324862957,0.3939263689517975,0.0733358983695507
2,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYManhattan1937,-0.0009382070663074652,0.0341136483475566,-0.08452367285887401,0.3652007281780243,0.09802713990211487
3,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYQueens1938,0.08896421356260911,0.09440559623364427,-0.06893407358779563,0.36388377288171836,0.07235587243964006
4,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,C,NYStatenIsland1940,0.18935798667371273,0.19422421231865883,-0.049607736601804696,0.46619802216688794,0.09814125796159108
0,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYBronx1938,0.054921723303518126,0.07627389287309987,-0.09009885681527001,0.4471761073384966,0.09805623867682048
1,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYBrooklyn1938,0.036855111931167216,0.051198739333219986,-0.08793269713287769,0.3962033131848211,0.08230502304175626
2,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYManhattan1937,-0.0007392676478182827,0.023902734276985197,-0.08950742830832799,0.341274705198076,0.08091519455666896
3,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYQueens1938,0.06425019745261241,0.07399079133047519,-0.0689697496784039,0.3385394024543273,0.08356970491317603
4,stats_ndvi_LT05_L1TP_013032_20010913_20160917_01_T1.csv,D,NYStatenIsland1940,0.19026372581720352,0.19401834030514178,-0.0465834043191179,0.48119148223296454,0.10959399329579395
0,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYC,0.14036125902202912,0.1459316336986376,-0.06186711456393823,0.3825538973324001,0.0843884909991175
1,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYC,0.11008485084554802,0.12063718743027291,-0.07509827964370036,0.3887898643604583,0.08554888433880276
2,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYC,0.07733250856300984,0.0839888766699313,-0.09078774803254024,0.35569311420201627,0.0746245773105079
3,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYC,0.05635226268258666,0.06746519377509899,-0.09709962856948,0.35682006174025416,0.08316885293343988
4,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,E,NYC,0.09038155525922777,0.08664706349372864,-0.09042520076036452,0.3319125771522522,0.09771200269460678
0,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYBronx1938,0.34097152948379517,0.32906679809093475,-0.004717063158750534,0.5077590048313141,0.07919289730489254
1,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYBrooklyn1938,0.1051362007856369,0.1076134517788887,-0.12567748129367828,0.35111770033836365,0.07753913104534149
2,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYManhattan1937,0.014340069668833166,0.030013473791768774,-0.11080115847289562,0.3002329869195819,0.0816922327503562
3,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYQueens1938,0.1499594897031784,0.14331068098545074,-0.07892269641160965,0.3457856774330139,0.08136852830648422
4,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,A,NYStatenIsland1940,0.2985052093863487,0.2964351549744606,0.027642434695735574,0.5016442686319351,0.09484613500535488
0,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYBronx1938,0.08927081254395572,0.10599871538579464,-0.0750826434655623,0.38972579620101233,0.08890417861667546
1,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYBrooklyn1938,0.06349392333889708,0.06912506045773625,-0.09824743286213454,0.36025165810304527,0.07113153158741839
2,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYManhattan1937,0.009168838810486099,0.05098252510651946,-0.10866630015273888,0.3692671253035466,0.1137915262952447
3,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYQueens1938,0.14840226491694064,0.14688788485877655,-0.0720299565616776,0.37466348795329824,0.0754271103617023
4,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,B,NYStatenIsland1940,0.2154579371213913,0.21572541693846384,-0.025497055612504482,0.4520748992760976,0.08830523192882538
0,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYBronx1938,0.056331997879011476,0.0675271739170927,-0.10044248418315598,0.3817030677328939,0.08192302869713824
1,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYBrooklyn1938,0.02726238939911127,0.03527315458282829,-0.11749964356422424,0.32577568709850313,0.06687561050057411
2,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYManhattan1937,-0.004394678010915716,0.02423322534499069,-0.12270798409978549,0.3163698638478915,0.08813356421887875
3,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYQueens1938,0.07443609912586105,0.07900440305951764,-0.0869054078451685,0.33592178226188496,0.06910220140943656
4,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,C,NYStatenIsland1940,0.18344206238786379,0.18850232226153216,-0.06368616572581232,0.46320411811272305,0.09786581030736367
0,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYBronx1938,0.03705516750259059,0.051364876862083166,-0.1091779459800039,0.3656892010143825,0.08053179723875863
1,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYBrooklyn1938,0.023112460727924885,0.03503152307973284,-0.11549891320907552,0.3598415372164353,0.07573224571735962
2,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYManhattan1937,-0.005022537877300274,0.013728867560901024,-0.11498509844144185,0.31441297630469006,0.07531841706346583
3,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYQueens1938,0.04778807475350988,0.05531254288955377,-0.08881808072328568,0.30213199880642766,0.07700913022152889
4,stats_ndvi_LT05_L1TP_013032_20020815_20160916_01_T1.csv,D,NYStatenIsland1940,0.18203565640294034,0.18848740406658337,-0.06807097252053411,0.4936134465362715,0.11106851858937222
0,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYC,0.19968166947364807,0.203172683599405,-0.052492512826574966,0.4727212470024824,0.1034762708004564
1,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYC,0.16040201858979547,0.17361120651346734,-0.07014567751644386,0.4971977625456121,0.10789780515349573
2,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYC,0.12273613274560641,0.13212759983996866,-0.08748297878447428,0.4765286542987697,0.09623409476545122
3,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYC,0.09880627123952038,0.1145278228536843,-0.09559373355650601,0.48160007370620217,0.10872649442122764
4,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,E,NYC,0.1657796949148178,0.155164435505867,-0.0904940590262413,0.5189244747161865,0.13650423288345334
0,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYBronx1938,0.44539111852645874,0.4251716881990433,0.014630597084760666,0.5961979329586029,0.09703577682375908
1,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYBrooklyn1938,0.15315276384353638,0.15757499635219574,-0.08165213465690613,0.4425152242183685,0.09542454034090042
2,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYManhattan1937,0.05997435934841633,0.07599843270145357,-0.13058754242956638,0.3988642059266567,0.10531599400565028
3,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYQueens1938,0.22478218376636505,0.20942680537700653,-0.05685601010918617,0.4741969406604767,0.10078132152557373
4,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,A,NYStatenIsland1940,0.3615986630320549,0.3563575744628906,0.07851677120197564,0.5658795684576035,0.10570374131202698
0,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYBronx1938,0.1420217010785233,0.16099989075552334,-0.07997653701088646,0.522663953629407,0.12037886069579558
1,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYBrooklyn1938,0.10470818782992222,0.1130021771087366,-0.0861023928531829,0.4805183901506312,0.08975082526312154
2,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYManhattan1937,0.047710208455100656,0.10197963096046199,-0.10489272139966488,0.503590556482474,0.15158971895774206
3,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYQueens1938,0.20876511142534368,0.2058924127589254,-0.07190432443338282,0.46375177537693696,0.09224935467628871
4,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,B,NYStatenIsland1940,0.2723425358533859,0.27226963142553967,-0.015061334893107412,0.5302170614401499,0.10209298779567083
0,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYBronx1938,0.0976614988732921,0.11448958208379538,-0.10392691875281541,0.5145726294621177,0.11163151393765988
1,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYBrooklyn1938,0.060087695084512234,0.07149782970547676,-0.10784914076328278,0.45685929656028745,0.08669133871793747
2,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYManhattan1937,0.03253169947614273,0.07076601001123588,-0.12981644024451575,0.43144191801548004,0.11842898527781169
3,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYQueens1938,0.12230916069568815,0.12922808064802274,-0.08348842664948992,0.4600463157167306,0.09023227858113812
4,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,C,NYStatenIsland1940,0.23655063348511854,0.2409373844663302,-0.0584008891795141,0.5480612590909004,0.11362828283260266
0,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYBronx1938,0.07734823253537927,0.10121913041387286,-0.1170309739453452,0.5219185650348663,0.11477637716702052
1,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYBrooklyn1938,0.05728471720510203,0.07454993150642385,-0.1181489536943643,0.5064121070115463,0.10041432309409846
2,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYManhattan1937,0.031886760852541086,0.05630940940507032,-0.11200779704032121,0.4350876217639005,0.10099295554337678
3,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYQueens1938,0.09552982781464472,0.10745540838569212,-0.0866035194351123,0.43716722841446215,0.10547259459510827
4,stats_ndvi_LT05_L1TP_013032_20030701_20160915_01_T1.csv,D,NYStatenIsland1940,0.23097192722818125,0.23889189569846445,-0.06248972880775514,0.5744614199451779,0.1297933815614037
0,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYC,0.17847569537116215,0.18440546421334147,-0.05802338116336614,0.48151933727785945,0.10286142118275166
1,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYC,0.14158578077331185,0.15561073830960798,-0.08222059322805661,0.47811444600423175,0.10301778144720528
2,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYC,0.10203170644306632,0.11181844116518737,-0.1044518682987444,0.4361481366570664,0.08632998905642322
3,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYC,0.08285124006704624,0.09787893803749124,-0.11422663671160195,0.4436880913602204,0.09888661167576533
4,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,E,NYC,0.0342603512108326,0.03685816377401352,-0.09912488609552383,0.30778855085372925,0.057596825063228614
0,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYBronx1938,0.3466528505086899,0.34330080449581146,0.025682205334305756,0.5910707414150238,0.10601798444986343
1,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYBrooklyn1938,0.14215704798698425,0.14455468952655792,-0.07465756684541702,0.4492846429347992,0.0875532329082489
2,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYManhattan1937,0.0501222995808348,0.06470453459769487,-0.14176585618406534,0.41627642046660185,0.10286728572100401
3,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYQueens1938,0.20869818329811096,0.1957088112831116,-0.0506453663110733,0.4526081085205078,0.09618102014064787
4,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,A,NYStatenIsland1940,0.35261794924736023,0.35149651020765305,0.06992281833663583,0.5725159496068954,0.10676855780184269
0,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYBronx1938,0.1177075793119994,0.13636942343278366,-0.06985161927613345,0.4813962524587458,0.10678064281290228
1,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYBrooklyn1938,0.08879764312330414,0.09724497466402895,-0.083024729782825,0.43064580594792085,0.08102992177009583
2,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYManhattan1937,0.04030079751585921,0.09239627692780535,-0.21262761640052,0.5325063144167265,0.15483553893864155
3,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYQueens1938,0.17380090309854815,0.1756248092826675,-0.06500998928266413,0.4495163033990299,0.08794946092016556
4,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,B,NYStatenIsland1940,0.26344053248564403,0.26375785668691,-0.005559551964203517,0.518403313557307,0.10080114801724752
0,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYBronx1938,0.06733813395966655,0.08441664084144261,-0.09466416745082191,0.46535973704379535,0.09312204028601231
1,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYBrooklyn1938,0.04640252595767379,0.056863136664032934,-0.10390708565711976,0.40378977537155153,0.07468433469533921
2,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYManhattan1937,0.027779796238367755,0.06176249124109745,-0.12826436012983322,0.40667671461900073,0.1093963123857975
3,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYQueens1938,0.09845905479144405,0.10621889427237145,-0.116111124844735,0.4156833268903397,0.0809844415131453
4,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,C,NYStatenIsland1940,0.22831326785186926,0.2337355005244414,-0.054522045713383704,0.5438779133061568,0.11090840647617976
0,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYBronx1938,0.06475917116871902,0.08484932035207748,-0.10425611691815513,0.47340089082717896,0.09892533613102776
1,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYBrooklyn1938,0.04455991820229784,0.060685547068715096,-0.10250866818039314,0.43740646476330963,0.08647674143962238
2,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYManhattan1937,0.02216616805849804,0.045040679895060345,-0.17970669931835598,0.43642324761108114,0.09947092720755825
3,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYQueens1938,0.06869884420377322,0.08102542046123208,-0.10904031022427937,0.37772162678914195,0.08958189342266475
4,stats_ndvi_LT05_L1TP_013032_20030717_20160915_01_T1.csv,D,NYStatenIsland1940,0.22188538215730502,0.2296430889679038,-0.0609054174679129,0.5613111659236576,0.12637632631737253
0,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYC,0.20605294569395483,0.212348684319295,-0.0906454172800295,0.5477492045611143,0.1124418149702251
1,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYC,0.1586793085379112,0.17286988371051848,-0.07656575978035107,0.501286513482531,0.10998994122362798
2,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYC,0.11575228009599621,0.12567437472525322,-0.09208849294938976,0.47406041653698716,0.09470732924011019
3,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYC,0.09487834491007843,0.11155240202494779,-0.110091264653137,0.4882722882663502,0.11026664926600055
4,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,E,NYC,0.12368576228618622,0.13778311014175415,-0.0778919979929924,0.5486810803413391,0.1366325169801712
0,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYBronx1938,0.45660519599914556,0.4359138309955597,0.006579820066690445,0.6110431551933289,0.10098512843251228
1,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYBrooklyn1938,0.15315276384353638,0.1572369635105133,-0.07808692753314972,0.4772952198982239,0.09427857398986816
2,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYManhattan1937,0.0643922477029264,0.08373271790333092,-0.19588889088481665,0.5212856195867062,0.11897590570151806
3,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYQueens1938,0.21469517052173612,0.20477141439914706,-0.061768122017383575,0.5036196708679199,0.10198722034692764
4,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,A,NYStatenIsland1940,0.3751627057790756,0.3734702914953232,0.06086996500380337,0.5976752787828445,0.11225643567740917
0,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYBronx1938,0.1276713994077661,0.14686568182977763,-0.07791594758799131,0.5008387646891854,0.1184681745415384
1,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYBrooklyn1938,0.10193060853463762,0.11093302827109308,-0.09584521765218061,0.47311880658654604,0.09029148825827767
2,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYManhattan1937,0.049679991245890655,0.10685020716240008,-0.14425736106932163,0.5316485576331615,0.15970479231327772
3,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYQueens1938,0.207755518529345,0.20520062788444407,-0.07787436433136463,0.4669155233046588,0.09305260724881116
4,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,B,NYStatenIsland1940,0.27731338441371917,0.2783089657624563,0.0019107963889837265,0.5482024172941844,0.10552124778429667
0,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYBronx1938,0.056802754695324795,0.07603442891116213,-0.1050946710874205,0.47973313862862793,0.09566036498417026
1,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYBrooklyn1938,0.0550581500120461,0.06629361379193142,-0.1358463367819786,0.45357574939727785,0.0857889549434185
2,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYManhattan1937,0.03600013768300414,0.07397337257862091,-0.1459356981019179,0.4447663128376007,0.12220834692319234
3,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYQueens1938,0.11923252729078133,0.12623492626657895,-0.08529452312116821,0.45946974891263087,0.09025795516130086
4,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,C,NYStatenIsland1940,0.2393105197697878,0.24543364842732748,-0.052003460742222764,0.564767616490523,0.11678707723816235
0,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYBronx1938,0.03436322270759514,0.06133384097899709,-0.12185567085232053,0.5074055407728467,0.1065503837806838
1,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYBrooklyn1938,0.051409281668779644,0.07013349056891773,-0.1384206592388775,0.4869638137195421,0.09981772465550381
2,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYManhattan1937,0.03209448209101403,0.05829807884853195,-0.1551303493755835,0.47143155060432573,0.10615221700734562
3,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYQueens1938,0.09082845616369294,0.10334150545681134,-0.09148431459489541,0.43672226445797163,0.10629071600926228
4,stats_ndvi_LT05_L1TP_013032_20040703_20160913_01_T1.csv,D,NYStatenIsland1940,0.23733505217925363,0.244693992578465,-0.05686034490961744,0.5909380705460258,0.13341839676317963
0,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYC,0.11683699168497697,0.12251069420017302,-0.027897184132598337,0.3137904473114759,0.06534396565984935
1,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYC,0.09367099483885492,0.10197498298900125,-0.04201071922822545,0.3112648227769468,0.06571111114074786
2,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYC,0.06540075959342104,0.07115970697887143,-0.052215846782678335,0.2826017707428604,0.05524815426814177
3,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,D,NYC,0.05218230287677476,0.06148663452364692,-0.06475007908121377,0.2909595097313408,0.06600553240282696
4,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,E,NYC,0.06833386421203612,0.06724206358194351,-0.07646150887012483,0.31538668274879456,0.07506068050861359
0,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYBronx1938,0.28899282217025757,0.2787048816680908,0.03508565784431993,0.42350776493549347,0.05989709310233593
1,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYBrooklyn1938,0.08801248669624329,0.09226340055465697,-0.05241508409380913,0.3068132698535919,0.060688018798828125
2,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYManhattan1937,0.0036776262568309903,0.0169741022400558,-0.08338844310492277,0.2223443859256804,0.06261203507892787
3,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYQueens1938,0.11056879162788393,0.10451508313417436,-0.03630916774272919,0.2797544002532959,0.0532987006008625
4,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,A,NYStatenIsland1940,0.2658509835600853,0.26754751056432724,0.059826383716426804,0.452077217400074,0.07770656608045101
0,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYBronx1938,0.08435345576568083,0.09538179652934725,-0.03386110393330455,0.31190863929011603,0.06888359954411333
1,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYBrooklyn1938,0.05196923573556192,0.056106498259503174,-0.06534041091799736,0.29315200009766745,0.054087788743131304
2,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYManhattan1937,0.007893014970856408,0.04290247491250435,-0.0782724292948842,0.2996045611798763,0.0938560205201308
3,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYQueens1938,0.10726357276058372,0.10634750614339925,-0.037783207864884066,0.2619415648719844,0.04897637095521478
4,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,B,NYStatenIsland1940,0.20098331272602082,0.2010967493057251,0.002671401978780826,0.39654845794041954,0.07300782973567645
0,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYBronx1938,0.051060187994785934,0.062218335416653885,-0.06642627294944681,0.32494735005109204,0.06664839597499889
1,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYBrooklyn1938,0.021828282345086335,0.028517253552563487,-0.07764375656843185,0.2770219337940216,0.052750638574361804
2,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYManhattan1937,-0.004945340799167752,0.021490533525745075,-0.10273974885543187,0.2623951733112335,0.07569610886275768
3,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYQueens1938,0.05835140829167522,0.062138168510418756,-0.04629785949280402,0.24671574849803168,0.046837112807610014
4,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,C,NYStatenIsland1940,0.1747215793778499,0.17828965249160925,-0.02684983137684564,0.4188574229677518,0.08071357958639662
0,stats_ndvi_LT05_L1TP_013032_20040820_20160914_01_T1.csv,D,NYBronx1938,0.037904067896306515,0.0517194735418473,-0.06954427914960044,0.33175136361803326,0.06834268516727857
