Sun. Sep. 11, 2016             LANDSAT 5                 Time: 21:53
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L19613177            Path/Row: 013 / 032

L0R Reference Image: L51GNC1005235150101_HDF.162560251
Acquisition Date: Aug 23, 2005

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
013   032   10-20-2000


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0130320001_01   40.899350  -72.547400    -5.607       4.134    -3.808     4.717    -3.056
0130320002_01   40.985966  -74.209579   109.451       0.332     3.085    -0.193     3.096
0130320003_01   40.797198  -72.637571   -32.354      -5.053    -6.681    -3.855    -7.440
0130320004_01   41.050400  -73.531986   -15.842      -0.249    -0.628    -0.139    -0.661
0130320005_01   40.837345  -73.132134    -7.643      -1.834    -2.601    -1.370    -2.873
0130320006_01   40.577940  -74.178956   -28.593       6.514    -1.048     6.596     0.066
0130320008_01   40.742508  -74.255819    36.008      -3.748     3.703    -4.318     3.017
0130320010_01   40.471312  -74.278993    -4.971      -2.328    -2.752    -1.828    -3.104
0130320011_01   40.320072  -74.446563    15.000       1.119    -1.636     1.380    -1.423
0130320012_01   40.704794  -73.791026   -15.364       3.365    -3.340     3.880    -2.724
0130320013_01   40.905181  -73.115979    36.966      -4.543     2.446    -4.890     1.645
0130320014_01   41.031222  -73.762948    33.541      -0.459    -1.735    -0.160    -1.787
0130320015_01   40.849362  -73.315786    24.221      -5.538     5.016    -6.303     4.010
0130320016_01   40.246943  -74.117011    -0.020      -0.925    -0.069    -0.900    -0.225
0130320018_01   40.689480  -74.096283   -23.540       3.248     0.772     3.071     1.308
0130320019_01   40.348265  -74.045041   -22.951      -5.527    -0.875    -5.298    -1.796
0130320020_01   40.017080  -74.100998   -32.000       1.556    -0.298     1.583    -0.030
0130320021_01   40.830719  -73.926433   -25.000       0.346     0.119     0.321     0.176
0130320022_01   40.684149  -73.833291   -20.021      -1.282     1.207    -1.467     0.974
0130320023_01   40.627324  -74.207084   -29.527      -1.087     0.548    -1.163     0.357
