==============================================================================
==============================================================================
Wed. Sep. 28 2016                  LANDSAT 5                       Time: 17:11
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609273160_07596                          Path / Row - 14 / 32
Reference Image: L51XXX1093209140100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0140320091   41.24902    -75.68879     0.14      0.10     0.17     1 
0140320094   41.24963    -75.57708     0.01      0.02     0.02     1 
0140320095   41.24981    -75.53984    -0.05      0.18     0.19     1 
0140320096   41.24998    -75.50261    -0.06      0.28     0.28     1 
0140320167   41.22357    -75.65130     0.06      0.04     0.07     1 
0140320169   41.22396    -75.57686     0.04      0.11     0.12     1 
0140320170   41.22414    -75.53963     0.11      0.04     0.12     1 
0140320173   41.22461    -75.42796    -0.06      0.15     0.16     1 
0140320174   41.22474    -75.39074     0.02      0.06     0.06     1 
0140320175   41.22487    -75.35352    -0.14      0.00     0.14     1 
0140320176   41.22497    -75.31629    -0.04      0.11     0.12     1 
0140320242   41.19790    -75.65105     0.02      0.20     0.21     1 
0140320244   41.19829    -75.57663     0.00      0.14     0.14     1 
0140320247   41.19880    -75.46501    -0.03      0.11     0.11     1 
0140320248   41.19894    -75.42780    -0.02      0.19     0.19     1 
0140320249   41.19907    -75.39059    -0.13      0.12     0.17     1 
0140320250   41.19919    -75.35338     0.04      0.08     0.09     1 
0140320251   41.19930    -75.31617    -0.18      0.16     0.24     1 
0140320252   41.19940    -75.27896     0.17      0.02     0.17     1 
0140320253   41.19948    -75.24175     0.10     -0.10     0.14     1 
0140320255   41.19961    -75.16733    -0.18      0.06     0.19     1 
0140320315   41.17178    -75.72518     0.12      0.12     0.17     1 
0140320316   41.17201    -75.68798     0.18      0.22     0.29     1 
0140320318   41.17243    -75.61360    -0.06      0.21     0.22     1 
0140320322   41.17312    -75.46482    -0.05      0.15     0.15     1 
0140320323   41.17327    -75.42763    -0.19      0.09     0.21     1 
0140320324   41.17340    -75.39043     0.03      0.05     0.06     1 
0140320325   41.17352    -75.35324     0.14      0.11     0.18     1 
0140320326   41.17363    -75.31605    -0.03      0.19     0.20     1 
0140320327   41.17373    -75.27885     0.09      0.08     0.12     1 
0140320328   41.17381    -75.24165    -0.01      0.10     0.10     1 
0140320329   41.17388    -75.20446     0.13      0.10     0.17     1 
0140320330   41.17394    -75.16726    -0.01     -0.03     0.03     1 
0140320331   41.17399    -75.13007     0.03      0.14     0.15     1 
0140320332   41.17403    -75.09287    -0.07     -0.02     0.07     1 
0140320333   41.17405    -75.05567     0.22      0.01     0.22     1 
0140320391   41.14634    -75.68771    -0.04      0.16     0.16     1 
0140320392   41.14655    -75.65054     0.17      0.15     0.23     1 
0140320393   41.14676    -75.61336    -0.17      0.24     0.29     1 
0140320394   41.14695    -75.57618    -0.24      0.17     0.30     1 
0140320395   41.14713    -75.53900    -0.21      0.12     0.24     1 
0140320396   41.14730    -75.50182     0.05      0.27     0.27     1 
0140320399   41.14773    -75.39028     0.06      0.22     0.23     1 
0140320400   41.14785    -75.35310     0.08      0.06     0.10     1 
0140320401   41.14796    -75.31592     0.10     -0.01     0.11     1 
0140320402   41.14805    -75.27874     0.26     -0.02     0.26     1 
0140320403   41.14814    -75.24156     0.04      0.06     0.07     1 
0140320405   41.14827    -75.16720    -0.29      0.09     0.30     1 
0140320406   41.14832    -75.13002    -0.23      0.10     0.25     1 
0140320407   41.14835    -75.09283     0.12      0.13     0.18     1 
0140320408   41.14838    -75.05565     0.20     -0.02     0.20     1 
0140320409   41.14839    -75.01847    -0.10     -0.05     0.11     1 
0140320410   41.14839    -74.98129     0.06      0.01     0.06     1 
0140320411   41.14838    -74.94411    -0.11     -0.10     0.15     1 
0140320413   41.14832    -74.86975     0.01     -0.04     0.04     1 
