==============================================================================
==============================================================================
Sun. Oct. 2 2016                  LANDSAT 5                       Time: 05:53
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609293545_05025                          Path / Row - 14 / 32
Reference Image: L51XXX1090185140100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0140320092   41.24890    -75.70884    -0.32     -0.10     0.34     1 
0140320096   41.24972    -75.55989     0.05     -0.03     0.05     1 
0140320167   41.22323    -75.70856    -0.05      0.02     0.05     1 
0140320168   41.22345    -75.67134    -0.17      0.07     0.18     1 
0140320169   41.22366    -75.63412    -0.06      0.02     0.06     1 
0140320173   41.22439    -75.48523     0.13     -0.28     0.30     1 
0140320174   41.22454    -75.44801    -0.22      0.02     0.22     1 
0140320175   41.22467    -75.41078    -0.12      0.03     0.12     1 
0140320176   41.22480    -75.37356    -0.09      0.05     0.10     1 
0140320241   41.19732    -75.74549    -0.28      0.03     0.28     1 
0140320242   41.19756    -75.70829    -0.11      0.05     0.12     1 
0140320243   41.19778    -75.67108    -0.10     -0.08     0.13     1 
0140320244   41.19799    -75.63387    -0.26      0.00     0.26     1 
0140320245   41.19819    -75.59667    -0.08     -0.04     0.09     1 
0140320246   41.19838    -75.55946    -0.01     -0.05     0.05     1 
0140320247   41.19855    -75.52225    -0.10     -0.01     0.11     1 
0140320248   41.19871    -75.48504    -0.26      0.18     0.32     1 
0140320249   41.19886    -75.44783    -0.03      0.01     0.03     1 
0140320250   41.19900    -75.41062    -0.19     -0.01     0.19     1 
0140320251   41.19913    -75.37341    -0.14     -0.02     0.14     1 
0140320252   41.19924    -75.33620     0.18     -0.04     0.18     1 
0140320253   41.19935    -75.29900    -0.24      0.08     0.25     1 
0140320254   41.19944    -75.26179     0.01     -0.04     0.04     1 
0140320255   41.19952    -75.22458    -0.03     -0.05     0.06     1 
0140320316   41.17165    -75.74520     0.07     -0.08     0.11     1 
0140320317   41.17189    -75.70801    -0.17     -0.21     0.26     1 
0140320318   41.17211    -75.67082    -0.11     -0.08     0.13     1 
0140320319   41.17232    -75.63363    -0.24     -0.04     0.25     1 
0140320320   41.17252    -75.59643    -0.04      0.08     0.09     1 
0140320321   41.17271    -75.55924     0.23      0.04     0.23     1 
0140320322   41.17288    -75.52205    -0.20      0.15     0.25     1 
0140320323   41.17304    -75.48485    -0.20     -0.15     0.25     1 
0140320324   41.17319    -75.44766    -0.13     -0.03     0.13     1 
0140320325   41.17333    -75.41046    -0.01     -0.09     0.09     1 
0140320326   41.17346    -75.37327     0.10     -0.10     0.14     1 
0140320328   41.17368    -75.29888    -0.07     -0.05     0.08     1 
0140320329   41.17377    -75.26168    -0.00     -0.02     0.02     1 
0140320330   41.17384    -75.22449    -0.05     -0.12     0.13     1 
0140320331   41.17391    -75.18729    -0.18     -0.10     0.20     1 
0140320332   41.17397    -75.15009    -0.21     -0.13     0.25     1 
0140320334   41.17404    -75.07570    -0.22     -0.16     0.27     1 
0140320391   41.14598    -75.74491    -0.06      0.04     0.07     1 
0140320393   41.14644    -75.67056    -0.19     -0.07     0.20     1 
0140320395   41.14685    -75.59620    -0.09      0.17     0.20     1 
0140320396   41.14703    -75.55902    -0.15      0.05     0.15     1 
0140320398   41.14737    -75.48466    -0.16     -0.16     0.22     1 
0140320399   41.14752    -75.44748    -0.08     -0.04     0.09     1 
0140320400   41.14766    -75.41030    -0.01     -0.12     0.12     1 
0140320401   41.14779    -75.37312     0.08     -0.06     0.10     1 
0140320402   41.14790    -75.33594    -0.08     -0.02     0.08     1 
0140320404   41.14809    -75.26158     0.12     -0.02     0.13     1 
0140320405   41.14817    -75.22440    -0.13      0.01     0.13     1 
0140320406   41.14824    -75.18722    -0.31     -0.05     0.31     1 
0140320407   41.14829    -75.15004    -0.24     -0.17     0.30     1 
