==============================================================================
==============================================================================
Fri. Sep. 16 2016                  LANDSAT 5                       Time: 10:26
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609151378_11837                          Path / Row - 14 / 32
Reference Image: L51LGS1002250150100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0140320094   41.22747    -75.67747     0.02      0.09     0.09     1 
0140320095   41.22768    -75.63989    -0.01      0.08     0.08     1 
0140320167   41.20133    -75.75234    -0.00      0.07     0.07     1 
0140320168   41.20157    -75.71477     0.07      0.11     0.13     1 
0140320169   41.20180    -75.67720     0.08      0.02     0.08     1 
0140320170   41.20201    -75.63964    -0.07      0.14     0.15     1 
0140320171   41.20222    -75.60207     0.03      0.02     0.04     1 
0140320172   41.20241    -75.56450     0.02      0.06     0.06     1 
0140320173   41.20258    -75.52693     0.09      0.10     0.13     1 
0140320242   41.17566    -75.75204     0.01      0.05     0.05     1 
0140320243   41.17590    -75.71449     0.04      0.05     0.06     1 
0140320244   41.17613    -75.67694     0.11      0.09     0.14     1 
0140320245   41.17634    -75.63939    -0.09      0.10     0.13     1 
0140320246   41.17654    -75.60183     0.04      0.06     0.07     1 
0140320247   41.17673    -75.56428     0.03      0.05     0.06     1 
0140320248   41.17691    -75.52673     0.05      0.09     0.10     1 
0140320249   41.17708    -75.48917     0.05      0.16     0.17     1 
0140320250   41.17723    -75.45162     0.06      0.08     0.10     1 
0140320251   41.17737    -75.41406     0.05      0.05     0.07     1 
0140320252   41.17750    -75.37651     0.04     -0.02     0.05     1 
0140320253   41.17762    -75.33895     0.02      0.14     0.14     1 
0140320254   41.17772    -75.30140     0.01     -0.01     0.02     1 
0140320255   41.17781    -75.26385     0.16     -0.04     0.16     1 
0140320317   41.14999    -75.75175     0.03      0.10     0.10     1 
0140320319   41.15046    -75.67668     0.05      0.04     0.07     1 
0140320320   41.15067    -75.63914     0.08      0.05     0.09     1 
0140320321   41.15087    -75.60160     0.07      0.08     0.11     1 
0140320322   41.15106    -75.56406    -0.04      0.12     0.12     1 
0140320323   41.15124    -75.52652    -0.02      0.09     0.10     1 
0140320324   41.15141    -75.48898     0.02      0.13     0.13     1 
0140320325   41.15156    -75.45144     0.01      0.07     0.07     1 
0140320328   41.15194    -75.33882    -0.02      0.08     0.08     1 
0140320329   41.15205    -75.30128    -0.04      0.06     0.08     1 
0140320330   41.15214    -75.26374    -0.01      0.07     0.07     1 
0140320331   41.15222    -75.22620     0.00      0.05     0.05     1 
0140320333   41.15234    -75.15112    -0.02      0.07     0.07     1 
0140320334   41.15239    -75.11358    -0.08     -0.03     0.09     1 
0140320392   41.12432    -75.75146     0.05     -0.04     0.06     1 
0140320395   41.12500    -75.63889    -0.02      0.06     0.06     1 
0140320396   41.12520    -75.60137     0.00      0.06     0.06     1 
0140320397   41.12539    -75.56384     0.03      0.01     0.03     1 
0140320398   41.12557    -75.52632     0.01      0.05     0.05     1 
0140320399   41.12573    -75.48879     0.06      0.08     0.10     1 
0140320400   41.12589    -75.45127     0.02      0.06     0.06     1 
0140320401   41.12603    -75.41374    -0.01      0.06     0.06     1 
0140320402   41.12616    -75.37622     0.05      0.03     0.06     1 
0140320403   41.12627    -75.33869    -0.01      0.05     0.05     1 
0140320404   41.12638    -75.30116    -0.04      0.05     0.07     1 
0140320405   41.12647    -75.26364    -0.00      0.00     0.00     1 
0140320406   41.12655    -75.22611    -0.09      0.05     0.10     1 
0140320407   41.12662    -75.18859    -0.01      0.09     0.09     1 
0140320408   41.12667    -75.15106     0.00      0.01     0.01     1 
0140320409   41.12671    -75.11353    -0.02      0.00     0.02     1 
0140320410   41.12675    -75.07601     0.11      0.05     0.12     1 
0140320411   41.12676    -75.03848    -0.01      0.07     0.07     1 
0140320412   41.12677    -75.00095    -0.00      0.11     0.11     1 
