Tue. Aug. 30, 2016             LANDSAT 5                 Time: 23:50
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L19333577            Path/Row: 014 / 032

L0R Reference Image: L51EDC1011195150100_HDF.162440435
Acquisition Date: Jul 14, 2011

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
014   032   09-23-1999


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0140320083_01   40.135578  -74.189587   -12.000      -2.254     0.561    -2.322     0.131
0140320084_01   39.960343  -75.699571   106.569      -3.489     5.341    -4.413     4.599
0140320085_01   40.578708  -74.252320   -21.684       1.670     0.805     1.488     1.099
0140320086_01   40.312531  -75.487469    80.078      -3.593     4.961    -4.445     4.208
0140320087_01   40.004607  -75.503549   109.849      -1.504     4.053    -2.226     3.701
0140320089_01   40.670550  -75.265739    79.887       3.886    -1.854     4.162    -1.102
0140320090_01   40.639498  -73.881963   -30.612       3.113    -3.997     3.791    -3.351
0140320091_01   40.381208  -75.480896    71.216       1.035     2.107     0.629     2.261
0140320092_01   41.113810  -75.555881   487.482      -0.684    -1.376    -0.411    -1.476
0140320093_01   40.322671  -75.132656    75.205      -1.954    -1.276    -1.681    -1.615
0140320095_01   40.717101  -73.805011     1.958      -0.538     0.021    -0.538    -0.081
0140320096_01   40.254028  -75.279625    70.075      -0.141    -0.271    -0.086    -0.293
0140320097_01   40.773997  -74.158062   -24.319       2.307    -1.522     2.543    -1.068
0140320100_01   40.063315  -74.345224    -3.424       1.237    -4.404     2.028    -4.096
0140320101_01   40.212760  -74.758033   -21.440       2.817    -1.061     2.962    -0.520
0140320102_01   40.428235  -74.518888     1.000       2.580    -0.250     2.578     0.232
0140320104_01   40.791652  -74.952587   127.661      -5.524     0.700    -5.553    -0.333
0140320105_01   40.254409  -74.299644    18.888       2.565    -1.286     2.753    -0.788
0140320106_01   40.704794  -74.193381   -29.595       1.306    -0.624     1.395    -0.372
0140320107_01   40.479406  -74.321379   -24.555       1.746     3.643     1.038     3.901
0140320108_01   40.735811  -75.691287   173.733      -5.054     5.148    -5.910     4.122
0140320109_01   40.817986  -73.839486   -29.568      -1.241     2.962    -1.772     2.678
0140320110_01   40.900594  -74.572825   165.435       1.621    -0.161     1.621     0.141
0140320111_01   39.952023  -75.592018    88.933       3.907    -0.620     3.955     0.117
0140320112_01   40.528496  -75.214881   150.581      -3.955     1.295    -4.121     0.540
0140320113_01   40.725801  -73.733809    -6.983      -1.399     5.319    -2.363     4.964
0140320114_01   40.280053  -74.032592   -16.000      -3.599    -2.302    -3.114    -2.930
0140320116_01   39.760487  -75.110907   -16.325       2.508     2.484     2.002     2.906
0140320117_01   40.327078  -74.134683    -9.000      -4.125    -0.430    -3.976    -1.188
0140320118_01   40.347979  -74.799234    29.081       0.531    -1.680     0.832    -1.552
0140320119_01   40.286497  -75.264935    68.530      -2.926    -0.446    -2.789    -0.979
0140320120_01   40.412426  -75.110909   123.086      -2.750     1.666    -3.007     1.127
0140320121_01   40.057739  -75.809959   162.289      -3.732     2.751    -4.170     2.011
0140320122_01   39.775908  -75.568087    48.602       2.809    -0.459     2.846     0.071
0140320124_01   40.260965  -74.044859   -15.000      -3.018     0.660    -3.091     0.087
0140320127_01   40.842410  -73.934073    29.268       0.435    -5.305     1.403    -5.131
0140320128_01   41.019962  -74.551360   261.667       0.704     0.567     0.586     0.686
0140320129_01   39.928058  -74.123579   -31.000       2.244    -1.020     2.388    -0.585
0140320130_01   39.872511  -75.217380   -31.000       4.577    -3.698     5.183    -2.782
0140320131_01   40.207776  -74.019167   -27.000      -1.960    -1.003    -1.745    -1.351
0140320132_01   39.577394  -74.225817   -31.025      -1.042     0.243    -1.073     0.043
0140320133_01   40.139070  -74.810416   -32.000       4.820    -1.345     4.983    -0.427
0140320134_01   40.384341  -75.082235   121.076      -4.818     5.172    -5.688     4.187
0140320135_01   40.858007  -74.604423   243.915       3.760     0.547     3.590     1.232
0140320136_01   41.142711  -75.030982   319.000       3.735    -1.826     4.006    -1.104
0140320137_01   40.194471  -76.049486   119.148      -6.581     1.631    -6.758     0.385
0140320138_01   40.676477  -74.284596    -0.594      -1.525     0.699    -1.630     0.404
0140320139_01   40.089761  -74.988621    -2.654       4.463     1.838     4.042     2.633
0140320140_01   40.218996  -74.102918    -5.409      -3.239    -1.198    -2.964    -1.779
0140320141_01   39.930005  -75.056409   -28.000       1.740     4.550     0.864     4.792
0140320142_01   40.223492  -74.722734   -19.000      -2.847     0.751    -2.937     0.209
0140320143_01   40.328658  -75.939968    33.652       2.205    -1.970     2.537    -1.525
0140320144_01   40.224945  -74.138805     3.529      -2.061    -1.193    -1.807    -1.555
0140320145_01   40.639411  -74.236033   -26.267       0.400    -0.166     0.421    -0.090
0140320146_01   40.353276  -75.937130    61.609       6.249    -3.554     6.802    -2.333
0140320147_01   39.849263  -75.697741    77.010       2.200     0.710     2.032     1.106
0140320148_01   40.989163  -73.964881   -13.162      -1.496    -2.861    -0.945    -3.088
0140320150_01   40.151009  -74.155238   -19.789      -5.083     0.764    -5.139    -0.194
0140320152_01   39.752212  -75.225056    -5.000      -2.695    -0.657    -2.524    -1.146
0140320154_01   40.061203  -74.145443   -28.296       0.578     2.121     0.169     2.190
0140320155_01   40.679373  -74.016902   -31.000       0.870    -0.042     0.857     0.119
0140320156_01   40.545954  -74.556664   -14.713       1.980    -4.383     2.755    -3.939
0140320158_01   40.054038  -74.897177   -24.000       4.070    -0.489     4.088     0.275
0140320159_01   40.130289  -74.562193     8.223      -6.475     2.380    -6.803     1.135
0140320160_01   40.863265  -73.999593   -30.000       1.178     4.625     0.298     4.760
0140320162_01   40.038203  -75.217202    58.313      -4.903    -1.703    -4.497    -2.582
0140320163_01   40.245369  -75.378350    34.762      -6.532     0.643    -6.531    -0.578
0140320164_01   40.756094  -73.687744     6.704      -0.943     0.996    -1.117     0.803
0140320165_01   39.752684  -76.149555    83.637       1.091    -5.802     2.157    -5.494
0140320166_01   40.180768  -75.454458    11.792      -0.870    -0.397    -0.777    -0.551
0140320169_01   40.482150  -74.627521    -6.990       1.534     4.399     0.691     4.604
0140320170_01   40.510584  -74.969075   128.033       1.424    -2.256     1.816    -1.952
0140320171_01   40.738841  -73.956691   -29.439       1.637     0.201     1.566     0.499
0140320173_01   40.275648  -75.127271    32.041       1.784    -1.891     2.104    -1.526
0140320174_01   40.536326  -74.667604    -2.483       1.547    -3.060     2.085    -2.719
0140320175_01   40.136247  -74.966428    18.302       2.296     1.410     1.993     1.811
