==============================================================================
==============================================================================
Mon. Sep. 12 2016                  LANDSAT 5                       Time: 00:17
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609110671_07791                          Path / Row - 13 / 32
Reference Image: L51GNC1005251150100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0130320092   41.25122    -74.15483     0.22      0.02     0.22     1 
0130320093   41.25094    -74.11759     0.13     -0.06     0.14     1 
0130320094   41.25065    -74.08036     0.23      0.02     0.23     1 
0130320095   41.25035    -74.04312     0.18      0.02     0.18     1 
0130320097   41.24970    -73.96866     0.23      0.02     0.23     1 
0130320167   41.22582    -74.15516     0.01      0.14     0.14     1 
0130320168   41.22554    -74.11793     0.13     -0.01     0.13     1 
0130320169   41.22525    -74.08071     0.20     -0.04     0.20     1 
0130320170   41.22495    -74.04349     0.28      0.04     0.28     1 
0130320171   41.22463    -74.00628     0.16      0.05     0.16     1 
0130320172   41.22431    -73.96906    -0.05      0.03     0.05     1 
0130320173   41.22397    -73.93184    -0.17     -0.08     0.19     1 
0130320174   41.22362    -73.89462     0.20     -0.02     0.20     1 
0130320175   41.22325    -73.85740     0.05     -0.07     0.09     1 
0130320176   41.22288    -73.82019     0.12     -0.03     0.13     1 
0130320177   41.22249    -73.78297     0.09     -0.01     0.09     1 
0130320243   41.20014    -74.11828     0.13      0.07     0.15     1 
0130320244   41.19985    -74.08107    -0.03      0.10     0.11     1 
0130320245   41.19955    -74.04386     0.18      0.06     0.19     1 
0130320246   41.19924    -74.00666     0.13      0.02     0.13     1 
0130320247   41.19891    -73.96945     0.08     -0.04     0.09     1 
0130320249   41.19822    -73.89505     0.13      0.18     0.22     1 
0130320250   41.19785    -73.85784     0.17      0.03     0.17     1 
0130320251   41.19748    -73.82064     0.12      0.02     0.12     1 
0130320252   41.19709    -73.78344     0.10      0.09     0.13     1 
0130320253   41.19669    -73.74624     0.15     -0.03     0.15     1 
0130320254   41.19628    -73.70904     0.10     -0.01     0.10     1 
0130320255   41.19586    -73.67184     0.16     -0.01     0.16     1 
0130320256   41.19543    -73.63465     0.06     -0.05     0.08     1 
0130320317   41.17502    -74.15581     0.23      0.14     0.27     1 
0130320318   41.17474    -74.11862     0.07      0.13     0.15     1 
0130320319   41.17445    -74.08142     0.27      0.01     0.27     1 
0130320320   41.17415    -74.04423     0.28      0.04     0.28     1 
0130320321   41.17384    -74.00704     0.22      0.03     0.22     1 
0130320322   41.17351    -73.96985     0.19      0.08     0.21     1 
0130320324   41.17282    -73.89548    -0.14     -0.06     0.15     1 
0130320325   41.17246    -73.85829     0.14      0.06     0.15     1 
0130320326   41.17208    -73.82110     0.15      0.05     0.16     1 
0130320327   41.17170    -73.78391     0.13      0.04     0.13     1 
0130320328   41.17130    -73.74673     0.17      0.06     0.18     1 
0130320329   41.17089    -73.70954     0.18      0.03     0.19     1 
0130320330   41.17046    -73.67236     0.09      0.03     0.09     1 
0130320331   41.17003    -73.63517     0.08     -0.02     0.08     1 
0130320332   41.16958    -73.59799     0.06      0.03     0.07     1 
0130320333   41.16912    -73.56081    -0.01     -0.23     0.23     1 
0130320334   41.16865    -73.52363     0.08      0.05     0.10     1 
0130320335   41.16817    -73.48645     0.08     -0.00     0.08     1 
0130320336   41.16768    -73.44927     0.06      0.05     0.08     1 
0130320391   41.14989    -74.19331     0.25      0.00     0.25     1 
0130320392   41.14962    -74.15613     0.02     -0.01     0.03     1 
0130320393   41.14934    -74.11896     0.22      0.01     0.22     1 
0130320394   41.14905    -74.08178     0.18      0.08     0.20     1 
0130320395   41.14875    -74.04460     0.31      0.05     0.31     1 
0130320396   41.14844    -74.00743     0.21     -0.00     0.21     1 
0130320397   41.14811    -73.97025     0.15      0.29     0.32     1 
0130320398   41.14777    -73.93308     0.08      0.03     0.09     1 
