Mon. Sep.  5, 2016             LANDSAT 5                 Time: 17:14
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L19474804            Path/Row: 014 / 032

L0R Reference Image: L51GNC1008235150100_HDF.162492212
Acquisition Date: Aug 22, 2008

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
014   032   09-23-1999


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0140320001_01   39.805434  -75.427445   -32.455      -3.535     1.085    -3.669     0.412
0140320002_01   40.844760  -73.788842   -27.396      -2.822     0.342    -2.847    -0.187
0140320003_01   40.948134  -74.065321   -15.668       0.704     1.805     0.350     1.902
0140320004_01   40.978516  -73.787468    47.304      -2.673     0.234    -2.680    -0.266
0140320005_01   39.597576  -74.342643   -30.984      -1.425    -1.486    -1.135    -1.726
0140320007_01   40.869077  -74.151518    -4.729       4.871    -1.414     5.038    -0.491
0140320008_01   40.462764  -74.295361    -1.381       4.188    -1.985     4.473    -1.176
0140320009_01   40.348343  -74.123108   -16.496      -3.011     0.000    -2.967    -0.559
0140320010_01   40.600232  -75.454805    41.220       3.643    -2.730     4.090    -2.007
0140320011_01   40.627047  -74.167714   -25.800       3.890    -1.536     4.096    -0.791
0140320012_01   39.992673  -75.274339    41.869       0.048     1.738    -0.272     1.716
0140320013_01   40.876867  -74.352585    25.543      -2.951    -1.687    -2.593    -2.203
0140320014_01   41.034599  -75.065550   265.632       2.717    -2.045     3.049    -1.507
0140320015_01   40.732542  -73.708102    -4.949       0.467     3.906    -0.275     3.920
0140320016_01   39.989676  -74.158986   -27.474      -2.225     1.865    -2.541     1.418
0140320017_01   40.909079  -74.530737   203.203       0.752    -0.322     0.795    -0.178
0140320018_01   40.362150  -74.024706   -18.215      -3.311    -1.774    -2.935    -2.357
0140320019_01   41.002140  -74.203678   125.341      -0.563     1.037    -0.750     0.913
0140320020_01   40.098094  -74.091837   -27.866      -1.537     1.247    -1.752     0.938
0140320021_01   40.155362  -75.136205    49.267       0.514     1.850     0.164     1.912
