Fri. Sep. 16, 2016             LANDSAT 5                 Time: 08:20
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L19740501            Path/Row: 014 / 032

L0R Reference Image: L51LGS1002218150100_HDF.162601318
Acquisition Date: Aug 06, 2002

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
014   032   09-23-1999


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

0140320001_01   39.805434  -75.427445   -32.455       3.989    -3.405     4.549    -2.604
0140320002_01   40.844760  -73.788842   -27.396       3.118    -3.085     3.634    -2.454
0140320005_01   39.597576  -74.342643   -30.984       0.136    -0.238     0.180    -0.208
0140320006_01   40.864834  -73.649647    -0.304      -2.303     0.649    -2.379     0.212
0140320007_01   40.869077  -74.151518    -4.729       1.506     2.255     1.065     2.494
0140320008_01   40.462764  -74.295361    -1.381       0.368    -0.653     0.483    -0.573
0140320009_01   40.348343  -74.123108   -16.496      -3.759     2.468    -4.147     1.728
0140320010_01   40.600232  -75.454805    41.220       4.268    -2.180     4.594    -1.353
0140320011_01   40.627047  -74.167714   -25.800       3.734    -1.408     3.929    -0.691
0140320012_01   39.992673  -75.274339    41.869      -2.253     2.573    -2.690     2.109
0140320013_01   40.876867  -74.352585    25.543      -2.420     2.578    -2.852     2.085
0140320014_01   41.034599  -75.065550   265.632      -0.867     0.952    -1.028     0.775
0140320016_01   39.989676  -74.158986   -27.474      -3.039     2.843    -3.509     2.228
0140320017_01   40.909079  -74.530737   203.203      -6.812     3.974    -7.421     2.644
0140320018_01   40.362150  -74.024706   -18.215      -2.293     0.099    -2.268    -0.327
0140320019_01   41.002140  -74.203678   125.341      -4.368     2.715    -4.789     1.860
0140320021_01   40.155362  -75.136205    49.267       1.833     0.416     1.722     0.748
0140320022_01   40.260332  -74.001827   -22.602      -3.688    -1.081    -3.419    -1.746
0140320023_01   40.207880  -74.441131    51.843      -3.890    -1.300    -3.578    -1.998
0140320024_01   40.171667  -75.246519    38.178      -5.044     0.987    -5.137     0.035
