==============================================================================
==============================================================================
Mon. Sep. 19 2016                  LANDSAT 5                       Time: 14:00
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609181821_07238                          Path / Row - 13 / 32
Reference Image: L51XXX1099187152200_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 99.9%
Rank   2 --  0.1%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0130320093   41.25330    -74.07388     0.33     -0.07     0.34     1 
0130320094   41.25300    -74.03700     0.34      0.05     0.35     1 
0130320095   41.25268    -74.00012     0.36      0.15     0.39     1 
0130320096   41.25236    -73.96324     0.03     -0.11     0.11     1 
0130320166   41.22847    -74.14796     0.15     -0.01     0.15     1 
0130320167   41.22819    -74.11110    -0.31      0.14     0.34     1 
0130320168   41.22790    -74.07423     0.10      0.09     0.14     1 
0130320171   41.22696    -73.96364    -0.03      0.02     0.03     1 
0130320172   41.22662    -73.92678    -0.28     -0.12     0.30     1 
0130320173   41.22627    -73.88992     0.28     -0.02     0.28     1 
0130320174   41.22591    -73.85306    -0.00     -0.06     0.06     1 
0130320175   41.22554    -73.81620     0.14     -0.03     0.14     1 
0130320176   41.22515    -73.77934    -0.15     -0.05     0.16     1 
0130320242   41.20279    -74.11144    -0.18      0.09     0.20     1 
0130320243   41.20250    -74.07459    -0.09      0.10     0.13     1 
0130320244   41.20220    -74.03774     0.27      0.08     0.29     1 
0130320246   41.20156    -73.96405     0.05      0.02     0.05     1 
0130320249   41.20051    -73.85350     0.24      0.04     0.24     1 
0130320250   41.20014    -73.81666     0.31     -0.05     0.31     1 
0130320252   41.19936    -73.74297     0.19      0.01     0.19     1 
0130320254   41.19853    -73.66929     0.48      0.00     0.48     1 
0130320255   41.19810    -73.63244     0.09      0.05     0.10     1 
0130320256   41.19766    -73.59560    -0.08      0.01     0.08     1 
0130320257   41.19720    -73.55876     0.22     -0.08     0.24     1 
0130320315   41.17794    -74.18546    -0.03      0.13     0.13     1 
0130320317   41.17739    -74.11178    -0.06     -0.17     0.18     1 
0130320318   41.17710    -74.07495     0.26      0.08     0.28     1 
0130320320   41.17649    -74.00128     0.27      0.10     0.29     1 
0130320321   41.17616    -73.96445     0.09      0.17     0.19     1 
0130320323   41.17548    -73.89078     0.02     -0.08     0.08     1 
0130320324   41.17512    -73.85395     0.35      0.06     0.35     1 
0130320327   41.17396    -73.74346     0.18      0.11     0.21     1 
0130320328   41.17356    -73.70663     0.41      0.04     0.41     1 
0130320329   41.17314    -73.66980     0.18     -0.01     0.18     1 
0130320330   41.17271    -73.63297     0.08      0.04     0.09     1 
0130320331   41.17226    -73.59615     0.14      0.03     0.14     1 
0130320333   41.17134    -73.52249     0.21      0.05     0.21     1 
0130320334   41.17086    -73.48567     0.25      0.02     0.25     1 
0130320335   41.17037    -73.44885     0.10     -0.03     0.11     1 
0130320336   41.16987    -73.41202     0.16      0.04     0.17     1 
0130320337   41.16936    -73.37520     0.22     -0.02     0.22     1 
0130320390   41.15254    -74.18577     0.22      0.10     0.24     1 
0130320391   41.15227    -74.14895     0.01     -0.01     0.01     1 
0130320393   41.15170    -74.07531     0.37      0.12     0.39     1 
0130320395   41.15109    -74.00167     0.19      0.07     0.21     1 
0130320396   41.15076    -73.96485     0.15      0.10     0.18     1 
0130320397   41.15043    -73.92803     0.19      0.17     0.26     1 
0130320399   41.14972    -73.85439     0.27      0.06     0.28     1 
0130320401   41.14896    -73.78076     0.23      0.00     0.23     1 
0130320402   41.14857    -73.74394     0.22      0.04     0.23     1 
0130320403   41.14816    -73.70713     0.28      0.04     0.28     1 
0130320404   41.14774    -73.67031    -0.02      0.06     0.06     1 
0130320405   41.14731    -73.63350     0.34      0.09     0.36     1 
0130320406   41.14687    -73.59669     0.10      0.04     0.11     1 
0130320407   41.14641    -73.55988     0.27      0.07     0.27     1 
0130320408   41.14595    -73.52307     0.24      0.09     0.26     1 
