==============================================================================
==============================================================================
Fri. Sep. 16 2016                  LANDSAT 5                       Time: 16:21
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501609151416_03578                          Path / Row - 14 / 32
Reference Image: L51LGS1002186150100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0140320094   41.26260    -75.67783    -0.03     -0.13     0.13     1 
0140320095   41.26281    -75.64023     0.27      0.06     0.28     1 
0140320168   41.23670    -75.71515    -0.07     -0.02     0.08     1 
0140320169   41.23693    -75.67757    -0.10     -0.11     0.15     1 
0140320170   41.23714    -75.63998    -0.04      0.04     0.06     1 
0140320171   41.23734    -75.60239     0.23     -0.01     0.23     1 
0140320172   41.23754    -75.56480    -0.06     -0.01     0.06     1 
0140320173   41.23771    -75.52721     0.01     -0.01     0.02     1 
0140320174   41.23788    -75.48963     0.02      0.01     0.02     1 
0140320175   41.23803    -75.45204     0.26     -0.04     0.26     1 
0140320243   41.21103    -75.71487     0.14     -0.05     0.15     1 
0140320244   41.21126    -75.67730    -0.06     -0.02     0.06     1 
0140320245   41.21147    -75.63973    -0.14     -0.02     0.14     1 
0140320246   41.21167    -75.60216    -0.01     -0.02     0.02     1 
0140320247   41.21186    -75.56458    -0.02     -0.01     0.03     1 
0140320248   41.21204    -75.52701     0.07     -0.04     0.08     1 
0140320249   41.21221    -75.48944     0.01     -0.06     0.06     1 
0140320250   41.21236    -75.45186    -0.19     -0.04     0.19     1 
0140320251   41.21250    -75.41429    -0.17     -0.06     0.18     1 
0140320252   41.21263    -75.37671     0.01      0.10     0.10     1 
0140320253   41.21275    -75.33914     0.03     -0.01     0.03     1 
0140320254   41.21285    -75.30156     0.02      0.03     0.03     1 
0140320255   41.21294    -75.26399     0.20     -0.17     0.26     1 
0140320317   41.18512    -75.75215     0.09     -0.04     0.10     1 
0140320318   41.18536    -75.71459     0.01      0.13     0.13     1 
0140320319   41.18559    -75.67704    -0.06      0.02     0.07     1 
0140320320   41.18580    -75.63948    -0.07      0.05     0.08     1 
0140320321   41.18600    -75.60192     0.03     -0.01     0.03     1 
0140320322   41.18619    -75.56436    -0.03      0.04     0.05     1 
0140320323   41.18637    -75.52680    -0.11      0.01     0.11     1 
0140320324   41.18654    -75.48924     0.09      0.04     0.09     1 
0140320325   41.18669    -75.45168     0.14     -0.05     0.15     1 
0140320326   41.18683    -75.41412    -0.01     -0.01     0.01     1 
0140320327   41.18696    -75.37656    -0.11     -0.04     0.12     1 
0140320328   41.18708    -75.33900     0.20     -0.11     0.23     1 
0140320329   41.18718    -75.30144     0.06     -0.03     0.07     1 
0140320330   41.18727    -75.26388     0.06     -0.02     0.07     1 
0140320331   41.18735    -75.22632    -0.09     -0.02     0.09     1 
0140320332   41.18742    -75.18876    -0.01      0.02     0.02     1 
0140320333   41.18748    -75.15120    -0.09     -0.03     0.10     1 
0140320392   41.15945    -75.75186    -0.11      0.03     0.11     1 
0140320393   41.15969    -75.71431     0.06      0.05     0.08     1 
0140320394   41.15991    -75.67677     0.15     -0.06     0.16     1 
0140320395   41.16013    -75.63923    -0.07     -0.01     0.07     1 
0140320396   41.16033    -75.60169    -0.07      0.02     0.07     1 
0140320397   41.16052    -75.56414    -0.11      0.00     0.11     1 
0140320398   41.16070    -75.52660    -0.19     -0.04     0.19     1 
0140320399   41.16086    -75.48905    -0.12     -0.09     0.15     1 
0140320400   41.16102    -75.45151    -0.14     -0.03     0.15     1 
0140320402   41.16129    -75.37642     0.11     -0.01     0.11     1 
0140320403   41.16140    -75.33887    -0.09     -0.01     0.09     1 
0140320404   41.16151    -75.30133     0.06     -0.03     0.07     1 
0140320405   41.16160    -75.26378     0.04      0.03     0.05     1 
0140320406   41.16168    -75.22623     0.12     -0.06     0.14     1 
