==============================================================================
==============================================================================
Wed. Aug. 31 2016                  LANDSAT 5                       Time: 20:05
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0501608305276_09031                          Path / Row - 13 / 32
Reference Image: L51EDC1010249150100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0130320092   41.24840    -74.13804    -0.05      0.03     0.06     1 
0130320093   41.24811    -74.10044    -0.05      0.02     0.05     1 
0130320094   41.24781    -74.06285     0.10      0.05     0.11     1 
0130320166   41.22327    -74.17595     0.15     -0.01     0.15     1 
0130320167   41.22299    -74.13837     0.07     -0.05     0.09     1 
0130320168   41.22271    -74.10079     0.22      0.04     0.22     1 
0130320169   41.22241    -74.06322     0.11     -0.03     0.11     1 
0130320170   41.22210    -74.02564     0.20     -0.02     0.20     1 
0130320171   41.22177    -73.98807     0.01      0.04     0.04     1 
0130320173   41.22109    -73.91292    -0.02      0.12     0.12     1 
0130320174   41.22073    -73.87534     0.19     -0.10     0.21     1 
0130320175   41.22035    -73.83777     0.05     -0.07     0.08     1 
0130320177   41.21957    -73.76263     0.03     -0.08     0.09     1 
0130320241   41.19787    -74.17627    -0.01     -0.06     0.06     1 
0130320242   41.19760    -74.13870    -0.05     -0.00     0.05     1 
0130320243   41.19731    -74.10114     0.07     -0.06     0.09     1 
0130320244   41.19701    -74.06358     0.13      0.19     0.23     1 
0130320245   41.19670    -74.02602     0.13      0.04     0.14     1 
0130320246   41.19637    -73.98846     0.13      0.11     0.17     1 
0130320247   41.19604    -73.95090     0.03     -0.04     0.05     1 
0130320249   41.19533    -73.87578     0.03      0.08     0.08     1 
0130320250   41.19496    -73.83822     0.03      0.00     0.03     1 
0130320251   41.19457    -73.80066     0.09      0.05     0.11     1 
0130320252   41.19417    -73.76310     0.10     -0.01     0.10     1 
0130320253   41.19376    -73.72555     0.10      0.03     0.10     1 
0130320254   41.19334    -73.68799     0.09     -0.01     0.09     1 
0130320255   41.19291    -73.65044     0.02      0.04     0.04     1 
0130320256   41.19246    -73.61289     0.04      0.00     0.04     1 
0130320316   41.17247    -74.17658     0.14     -0.07     0.16     1 
0130320317   41.17220    -74.13904     0.12     -0.03     0.12     1 
0130320318   41.17191    -74.10149     0.09      0.00     0.09     1 
0130320319   41.17161    -74.06394     0.23      0.06     0.24     1 
0130320320   41.17130    -74.02639     0.23      0.11     0.26     1 
0130320321   41.17098    -73.98885     0.20      0.03     0.21     1 
0130320322   41.17064    -73.95130     0.06      0.02     0.07     1 
0130320325   41.16956    -73.83867     0.12      0.05     0.13     1 
0130320326   41.16917    -73.80112     0.12     -0.03     0.12     1 
0130320327   41.16878    -73.76358     0.11      0.09     0.14     1 
0130320328   41.16837    -73.72604     0.18      0.00     0.18     1 
0130320329   41.16795    -73.68850     0.00      0.03     0.03     1 
0130320330   41.16751    -73.65096     0.00      0.06     0.06     1 
0130320331   41.16707    -73.61342    -0.02      0.16     0.16     1 
0130320332   41.16661    -73.57588     0.01     -0.01     0.02     1 
0130320333   41.16614    -73.53835    -0.05      0.10     0.12     1 
0130320334   41.16566    -73.50081     0.09      0.00     0.09     1 
0130320335   41.16516    -73.46327     0.08     -0.01     0.08     1 
0130320336   41.16466    -73.42574     0.07      0.02     0.08     1 
0130320391   41.14707    -74.17690     0.14      0.01     0.14     1 
0130320392   41.14680    -74.13937     0.19     -0.04     0.19     1 
0130320393   41.14651    -74.10183     0.16      0.02     0.16     1 
0130320394   41.14621    -74.06430     0.19      0.01     0.19     1 
0130320395   41.14590    -74.02677     0.21      0.05     0.22     1 
0130320396   41.14558    -73.98924     0.13     -0.01     0.13     1 
0130320397   41.14524    -73.95171     0.06      0.04     0.07     1 
0130320398   41.14489    -73.91418     0.10     -0.05     0.12     1 
0130320399   41.14453    -73.87664    -0.14      0.09     0.17     1 
