index,name,holc_id,holc_grade,geometry,loc_year,median,mean,min,max,std,num_pixels
40,,D22,D,"POLYGON ((588208.1845832674 4518364.530899103, 588292.9405858456 4518318.607591011, 588304.5740734804 4517999.24743432, 588301.3389522205 4517850.406346906, 588303.0664622884 4517537.83235816, 588306.8730110441 4517468.612191592, 588318.4348975505 4517258.367384658, 588329.4496111411 4517175.601106498, 588312.214788883 4517023.580047411, 588311.115108858 4516863.758027663, 588039.3462118049 4517006.827822751, 587892.5426238041 4517097.065621788, 587890.1395049143 4517098.542803485, 587717.6502463215 4517191.448136868, 587760.1022352017 4517264.638088792, 587845.8230004453 4517391.498533214, 587862.4910080152 4517507.549814766, 587856.327993161 4517604.352556707, 587858.3149027557 4517690.265153123, 588007.2477072637 4517980.65590141, 588089.4251056809 4518151.405672852, 587617.5553632355 4518402.47650532, 587774.0392455945 4518705.54158041, 588040.3391788111 4518569.240424205, 588159.09221149 4518278.064031868, 588208.1845832674 4518364.530899103))",NYManhattan1937,301.8326110839844,301.7861328125,299.3096923828125,303.67529296875,0.9925717115402222,763.0
41,,D23,D,"POLYGON ((588852.2730314072 4517204.086490086, 588667.768914347 4517297.753769433, 588565.8674158888 4517350.964930266, 588433.0699774905 4517430.773572589, 588422.5681263144 4517428.650543916, 588410.25232707 4517410.525895709, 588306.8730110441 4517468.612191592, 588303.0664622884 4517537.83235816, 588301.3389522205 4517850.406346906, 588304.5740734804 4517999.24743432, 588292.9405858456 4518318.607591011, 589202.7829656466 4517834.774476897, 588852.2730314072 4517204.086490086))",NYManhattan1937,302.2882995605469,302.2459716796875,298.87261962890625,304.9369812011719,1.1276427507400513,657.0
42,,D24,D,"POLYGON ((589738.4388041256 4517458.269479794, 589683.026891275 4517370.910156898, 589629.3174334442 4517236.025109552, 589511.6687459946 4517015.665981416, 589444.2899540991 4516883.00775765, 589252.9857218941 4516982.176146983, 589157.7510040511 4517030.568099965, 589043.8214243124 4517099.510630619, 589023.5887659765 4517114.448657056, 588852.2730314072 4517204.086490086, 589202.7829656466 4517834.774476897, 589484.2768793586 4517685.111222614, 589626.4772542412 4517602.731321214, 589779.0442040542 4517522.286611767, 589738.4388041256 4517458.269479794))",NYManhattan1937,302.85791015625,302.5651550292969,299.0227966308594,306.1731262207031,1.3881418704986572,531.0
43,,D25,D,"POLYGON ((590081.5594309738 4516539.947035189, 589444.2899540991 4516883.00775765, 589511.6687459946 4517015.665981416, 589629.3174334442 4517236.025109552, 589683.026891275 4517370.910156898, 589738.4388041256 4517458.269479794, 590299.484809421 4517087.567591535, 590294.2461473669 4517065.774234348, 590289.5718003636 4517043.853872565, 590285.4648651297 4517021.82100374, 590281.9280631593 4516999.690200108, 590278.9637389195 4516977.47609893, 590276.5738582762 4516955.193392818, 590274.7600071894 4516932.856820036, 590273.5233906435 4516910.481154729, 590268.8125889302 4516868.700297612, 590264.631337115 4516826.863372368, 590260.9803098164 4516784.977038486, 590257.8600972693 4516743.047963546, 590255.2712052296 4516701.08282216, 590166.5293743517 4516544.97767553, 590081.5594309738 4516539.947035189))",NYManhattan1937,302.6645202636719,302.57806396484375,300.13714599609375,305.9490966796875,1.1162179708480835,513.0
44,,D26,D,"POLYGON ((589489.7323263042 4519494.181677227, 589559.0098268951 4519460.71721126, 589861.9366754286 4519277.47725076, 589865.66559438 4518970.776673087, 589747.5049209907 4518795.592679011, 589608.3717060681 4518563.831891083, 589521.5144105466 4518385.426996682, 589584.4516705651 4518353.834030372, 589797.5994854301 4518236.583956192, 589693.4085903257 4518098.704049637, 589640.7770249741 4517974.630609879, 589484.2768793586 4517685.111222614, 589202.7829656466 4517834.774476897, 588292.9405858456 4518318.607591011, 588208.1845832674 4518364.530899103, 588287.1212176083 4518498.803704502, 588327.1710459552 4518670.639385512, 587871.8062685766 4518928.830948513, 588095.3927358356 4519344.875630901, 588448.7264328039 4519168.168292425, 588569.0291367378 4519367.311015913, 588624.28859807 4519473.412467676, 588660.5779363104 4519556.520449702, 588826.5733575735 4519855.648967883, 589129.2052211906 4519693.95286708, 589481.5781202372 4519498.120614882, 589489.7323263042 4519494.181677227))",NYManhattan1937,302.0586853027344,302.22991943359375,299.1492919921875,306.31756591796875,1.0966238975524902,2685.0
45,,D27,D,"POLYGON ((589376.2978538836 4520408.128212819, 589402.2363220255 4520392.389536011, 589561.7023491074 4520333.221590083, 589653.8245150899 4520273.838096946, 589783.356630207 4520204.127195624, 589874.7790256891 4520153.123276087, 589876.7940214085 4520135.775879605, 589777.8063208872 4519968.039776441, 589696.9812780919 4519839.460562022, 589628.1483473381 4519763.144061067, 589489.7323263042 4519494.181677227, 589481.5781202372 4519498.120614882, 589129.2052211906 4519693.95286708, 588826.5733575735 4519855.648967883, 588988.729557444 4520175.944284726, 589090.0790361271 4520348.485100064, 589184.5283500418 4520544.301100387, 589313.1889751947 4520446.421177731, 589376.2978538836 4520408.128212819))",NYManhattan1937,301.9377746582031,302.0041809082031,299.3059997558594,305.93487548828125,1.336437702178955,649.0
46,,D3,D,"POLYGON ((586453.7938836279 4507938.434625262, 586355.7565560825 4507653.129303182, 585922.9763962461 4507831.899521641, 585906.1690282922 4507826.904803554, 585745.8862451725 4507884.450743848, 585737.2953436573 4507898.151493252, 585537.0186719233 4507976.838894913, 585291.9122835138 4508078.414603782, 585319.5515754991 4508143.863934219, 585379.3301226276 4508287.745827265, 585413.8546802003 4508392.937173117, 585439.5723276059 4508481.63490002, 585440.5008913805 4508484.837532785, 585429.5508250755 4508494.310690298, 585349.2223669736 4508531.382652191, 585298.4290895246 4508547.602078355, 585239.2051437303 4508566.514164543, 585063.5841682495 4508650.489346848, 585056.2387432987 4508660.804056541, 585081.83052394 4508715.125161165, 585086.7832707067 4508738.379368567, 585097.6073694382 4508792.297305625, 585099.5350139881 4508802.552293831, 585106.0849660658 4508837.398504123, 585131.2839162848 4508971.46017512, 585171.020631936 4509042.305990244, 585268.4193530399 4509230.994307973, 585354.416074226 4509398.352251854, 585357.1108273447 4509408.381270687, 585422.866180102 4509520.315426262, 585502.0597094438 4509685.191055981, 585950.5694127213 4509447.001275374, 586043.7467464979 4509397.521990691, 586557.3109374617 4509115.150594994, 586519.3614074809 4509029.920501089, 586328.3223116886 4508644.539870562, 586500.0559586906 4508550.949381488, 586459.5487835745 4508443.68491826, 586444.4696203488 4508393.912296758, 586409.7670122391 4508236.315759445, 586382.6650196582 4508150.002934534, 586347.8933905422 4508057.183181651, 586344.8897631484 4508049.165235519, 586329.0710990627 4507993.781756056, 586335.1725938149 4507987.052783493, 586442.3609414792 4507954.701386791, 586453.7938836279 4507938.434625262))",NYManhattan1937,301.7510070800781,301.70013427734375,299.0293273925781,304.076904296875,0.8675653338432312,2073.0
47,,D4,D,"POLYGON ((584299.3652550615 4509482.163327297, 584304.7434756969 4509474.046313807, 584406.581523078 4509415.21770215, 584480.6073064914 4509366.27098167, 584638.5196970595 4509259.432966808, 584571.1354955853 4509148.283733834, 584391.5254009342 4508843.883062854, 584295.8664228349 4508672.815432561, 584272.2541778048 4508682.935975806, 584248.8858591779 4508693.603368958, 584225.7742281222 4508704.811783673, 584202.9319054406 4508716.555096077, 584180.3713646828 4508728.826890113, 584158.10492532 4508741.620461061, 584136.144746014 4508754.928819214, 584114.5028179795 4508768.744693693, 583971.5286885805 4508772.323679633, 583969.0203892684 4508781.094189609, 583987.7106896213 4509009.673859691, 584010.6115195529 4509256.290936187, 584009.0642889983 4509282.408428736, 584015.5533910672 4509285.48133792, 584050.9898318059 4509346.871026291, 584212.6443381869 4509562.159751764, 584299.3652550615 4509482.163327297))",NYManhattan1937,302.2996520996094,302.25042724609375,300.990234375,303.3297119140625,0.463936448097229,393.0
48,,D5,D,"POLYGON ((584399.5042789108 4511788.217634235, 584468.4748199958 4511758.219805893, 584850.2491087696 4511539.09521365, 584768.1797759626 4511380.631275006, 584671.1219039345 4511198.804103649, 584570.8667815686 4511015.338121225, 584569.3847179336 4511004.525764434, 584550.2122815155 4510961.12498512, 584792.9343329296 4510830.752107565, 584677.9871107145 4510633.112864261, 584586.1891052003 4510446.530834349, 584599.1968432477 4510432.284199844, 584785.4393232329 4510328.04802749, 584683.9933518486 4510142.546493091, 584036.5345291647 4510493.059638053, 583971.5088595953 4510528.309792308, 584042.4987012654 4510675.060692725, 583854.6251417598 4510783.289943317, 584297.4170210068 4511596.632971589, 584399.5042789108 4511788.217634235))",NYManhattan1937,302.34906005859375,302.5357666015625,300.6653747558594,307.20831298828125,1.0530521869659424,977.0
49,,D6,D,"POLYGON ((586220.591104857 4510068.543789531, 586275.1216372382 4510038.715212286, 585950.5694127213 4509447.001275374, 585502.0597094438 4509685.191055981, 585569.1884002279 4509796.268557376, 585578.6189110922 4509814.113382263, 585789.8791436754 4510213.884439663, 585826.9890653307 4510284.111136071, 585861.3303698627 4510265.074958324, 586220.591104857 4510068.543789531))",NYManhattan1937,302.4790344238281,302.5608215332031,300.4964599609375,304.6929016113281,0.80141282081604,381.0
50,,D7,D,"POLYGON ((586557.3109374617 4509115.150594994, 586043.7467464979 4509397.521990691, 585950.5694127213 4509447.001275374, 586275.1216372382 4510038.715212286, 586444.6899879525 4509955.914054577, 586450.0012694721 4509947.978185541, 586269.8612109408 4509628.358133527, 586683.6513287539 4509397.634154297, 586557.3109374617 4509115.150594994))",NYManhattan1937,301.85137939453125,301.9046936035156,299.6358642578125,305.4267272949219,0.9912328720092772,312.0
51,,D8,D,"POLYGON ((586650.2768700381 4510841.808268619, 586220.591104857 4510068.543789531, 585861.3303698627 4510265.074958324, 585826.9890653307 4510284.111136071, 585838.548793862 4510314.545363707, 585924.0959766541 4510466.486729935, 585945.5092688412 4510503.021916851, 586094.2342917507 4510765.35435308, 586200.2769603424 4510966.008783081, 586256.431095768 4511055.625577253, 586480.2723779305 4510934.099734399, 586650.2768700381 4510841.808268619))",NYManhattan1937,302.00543212890625,301.9526672363281,300.5216064453125,303.4976501464844,0.6586216688156128,444.0
52,,D9,D,"POLYGON ((586207.445148748 4511082.024543736, 586256.431095768 4511055.625577253, 586200.2769603424 4510966.008783081, 586094.2342917507 4510765.35435308, 585945.5092688412 4510503.021916851, 585769.0616053132 4510595.645169853, 585780.7897194539 4510622.771167845, 585845.6634146132 4510739.979292937, 585902.6241296125 4510847.098410808, 585961.9640268206 4510965.239692869, 586072.1480525857 4511154.939629536, 586207.445148748 4511082.024543736))",NYManhattan1937,302.4310302734375,302.4190979003906,301.4432678222656,304.0938720703125,0.5520507097244263,147.0
0,,A1,A,"POLYGON ((592347.0684226658 4529413.977846375, 592315.1934778211 4529161.792286094, 592270.8985001581 4528901.963671395, 592264.2344259912 4528834.567252419, 592244.7465975721 4528791.940712816, 592210.7749119611 4528706.749774342, 592148.3950458311 4528491.557602946, 592117.6087215346 4528351.552413146, 592102.346256819 4528298.154791655, 592076.8422977272 4528208.926778603, 591997.6204677528 4527938.657317588, 591996.2069287675 4527851.370899828, 591798.4377764957 4527853.891982791, 591806.3119445522 4527422.618386847, 591743.8359415121 4527414.359938174, 591743.4740320268 4527242.298334208, 591707.7304341748 4527097.222855869, 591331.8667383739 4527127.468151784, 591323.2192354819 4526855.549039974, 591304.770242313 4526728.139069414, 591278.965752396 4526588.166746108, 591256.0028075194 4526420.794606166, 591183.4379083561 4526215.396140407, 591075.2384195896 4526056.938882018, 591030.457361348 4526033.939984545, 591005.7634998938 4526006.201110454, 590973.867363614 4525953.433169594, 590939.1599370346 4525925.570728123, 590916.6919878038 4525920.305643319, 590851.330468718 4525941.946558184, 590788.2884996535 4525978.580671079, 590760.2003658206 4526023.127133583, 590752.1383296064 4526067.919900095, 590790.9005183083 4526173.143818474, 590854.1707286681 4526321.064948443, 590883.3786110479 4526388.760064722, 590892.6841660488 4526446.233825836, 590904.33894119 4526516.205421195, 590951.0053597767 4526589.101894766, 591016.8331413927 4526732.060429384, 591048.0173678065 4526842.170606752, 591063.8443371822 4526979.520190366, 591147.9937760893 4527259.847969883, 591192.1501193437 4527332.707936403, 591341.0827217433 4527838.236508979, 591484.772460108 4528361.122036678, 591563.8530679347 4528643.833982357, 591695.9189359872 4529293.663921815, 591710.3111696269 4529343.701343581, 591793.1609149569 4529683.760462751, 591901.4930333905 4529625.283952884, 591958.7594541712 4529648.433812759, 592124.95189681 4529565.754399922, 592118.0067721782 4529520.796351772, 592347.0684226658 4529413.977846375))",NYBronx1938,298.9673767089844,299.13836669921875,295.25372314453125,305.9350280761719,1.7527263164520264,2050.0
1,,A2,A,"POLYGON ((592732.6790536341 4527446.681091041, 592718.1014763637 4527411.587856908, 592718.4777653858 4527381.669712662, 592719.0108405963 4527339.285468673, 592696.6111149791 4527329.029402826, 592646.7117108656 4527315.934223093, 592596.7808239185 4527305.332496804, 592534.179334606 4527307.040061305, 592467.1038159587 4527266.300732723, 592412.0730314134 4527263.117090565, 592382.2890852971 4527242.794869741, 592345.0901546089 4527214.898954318, 592315.3994930678 4527187.097146818, 592287.8681498973 4527186.752456044, 592247.6354536358 4527201.210736935, 592192.4169891204 4527212.988159837, 592159.9112381031 4527210.088112232, 592132.3800661948 4527209.744001663, 592089.6449125013 4527224.17180843, 592049.5995444998 4527223.671697014, 591997.0400003935 4527223.015630978, 591996.2069287675 4527851.370899828, 591997.6204677528 4527938.657317588, 592076.8422977272 4528208.926778603, 592102.346256819 4528298.154791655, 592211.8539962019 4528260.480474683, 592474.1142412354 4528303.658901313, 592597.1111152128 4528275.284006, 592628.80537024 4527944.069212919, 592606.5952493588 4527918.856203089, 592584.8233842661 4527858.741016817, 592585.4183670577 4527811.373431957, 592588.4220566971 4527771.516140899, 592601.6556744776 4527714.332987311, 592586.1097353911 4527557.047843439, 592586.7360072397 4527507.185194077, 592621.9623517263 4527492.666495056, 592654.5920773689 4527485.595923589, 592704.803844328 4527473.759481716, 592732.6790536341 4527446.681091041))",NYBronx1938,298.7870788574219,299.01043701171875,297.126708984375,302.40301513671875,0.918634831905365,697.0
2,,B1,B,"POLYGON ((592102.346256819 4528298.154791655, 592117.6087215346 4528351.552413146, 592148.3950458311 4528491.557602946, 592210.7749119611 4528706.749774342, 592244.7465975721 4528791.940712816, 592264.2344259912 4528834.567252419, 592270.8985001581 4528901.963671395, 592315.1934778211 4529161.792286094, 592347.0684226658 4529413.977846375, 592413.9691213345 4529706.47919982, 592942.1549840656 4529493.754928167, 592946.575252893 4529341.743977912, 592937.6672495465 4529254.37875875, 592963.5788413403 4528589.057719833, 592930.8526233707 4528207.179339715, 592942.7419534472 4527661.275864976, 592954.7647602493 4527501.842623116, 592925.7374944591 4527421.682992778, 592825.5638558713 4527425.408064158, 592732.6790536341 4527446.681091041, 592704.803844328 4527473.759481716, 592654.5920773689 4527485.595923589, 592621.9623517263 4527492.666495056, 592586.7360072397 4527507.185194077, 592586.1097353911 4527557.047843439, 592601.6556744776 4527714.332987311, 592588.4220566971 4527771.516140899, 592585.4183670577 4527811.373431957, 592584.8233842661 4527858.741016817, 592606.5952493588 4527918.856203089, 592628.80537024 4527944.069212919, 592597.1111152128 4528275.284006, 592474.1142412354 4528303.658901313, 592211.8539962019 4528260.480474683, 592102.346256819 4528298.154791655))",NYBronx1938,301.6623840332031,301.4812927246094,297.7823791503906,305.7012634277344,1.38676655292511,1315.0
3,,B10,B,"POLYGON ((596851.0511444099 4522776.071731497, 596523.4278872854 4523298.41351521, 596459.1593347539 4523463.23956078, 596675.150797356 4523494.008770242, 596868.9996703512 4523532.47734313, 596906.2085033322 4523536.957596528, 596927.1585571651 4523467.374445556, 596951.3817921237 4523453.720821025, 596969.4903078666 4523447.970815082, 597007.9466900466 4523418.536564174, 597077.2669971685 4523327.63250808, 597109.793143136 4523292.132263301, 597122.1809530552 4523264.351091444, 597121.4116241931 4523170.5275958, 597119.3660013071 4522869.092259299, 597001.1610656853 4522867.538184908, 596851.0511444099 4522776.071731497))",NYBronx1938,302.767333984375,302.7929992675781,301.1988220214844,304.906982421875,0.6428859829902649,351.0
4,,B11,B,"POLYGON ((597923.998273459 4523571.722244472, 597891.9115956163 4523951.514220173, 597963.9864672637 4523955.464327161, 598154.2072104166 4523945.045493313, 598301.7338300325 4523925.054654208, 598376.9067083981 4523922.064679945, 598381.7510501839 4523859.259553874, 598396.0262942095 4523840.489024946, 598420.4773124869 4523809.878882323, 598454.0762759781 4523769.411227479, 598034.070721417 4523562.232355054, 597923.998273459 4523571.722244472))",NYBronx1938,302.790283203125,302.8736572265625,300.80242919921875,307.2316589355469,1.403029203414917,170.0
5,,B2,B,"POLYGON ((592315.3994930678 4527187.097146818, 592345.8709064487 4527152.567828901, 592356.2883862333 4527120.280805768, 592361.5440115416 4527100.397332923, 592399.3371804407 4527080.921523198, 592427.056468081 4527066.306911297, 592444.7954704178 4527049.073537127, 592445.170624395 4527019.154026841, 592465.6316566624 4526984.49878445, 592453.5235111074 4526951.928671876, 592443.8244102731 4526926.869829602, 592445.0436208853 4526829.629211699, 592366.1979933959 4526728.890131341, 591966.3088813666 4526274.996433415, 591941.6503695914 4526244.761640768, 591837.6663709597 4526151.189413043, 591768.6317954343 4526065.534329089, 591674.5321277889 4525982.061474559, 591573.3229152694 4525866.077776711, 591538.5244764722 4525845.693291917, 591403.7171841766 4525814.092444936, 591341.2888404035 4525800.848615353, 591293.571532944 4525812.728258455, 591270.6406499392 4525844.867481372, 591247.1545629068 4525921.892665695, 591216.5909849077 4525963.913270724, 591160.9336672369 4526010.611492492, 591123.0770073946 4526035.083772814, 591075.2384195896 4526056.938882018, 591183.4379083561 4526215.396140407, 591256.0028075194 4526420.794606166, 591278.965752396 4526588.166746108, 591304.770242313 4526728.139069414, 591323.2192354819 4526855.549039974, 591331.8667383739 4527127.468151784, 591707.7304341748 4527097.222855869, 591961.7678194179 4527040.53909127, 591991.1492056535 4527093.272772086, 591995.5016231894 4527145.693852906, 591997.0400003935 4527223.015630978, 592049.5995444998 4527223.671697014, 592089.6449125013 4527224.17180843, 592132.3800661948 4527209.744001663, 592159.9112381031 4527210.088112232, 592192.4169891204 4527212.988159837, 592247.6354536358 4527201.210736935, 592287.8681498973 4527186.752456044, 592315.3994930678 4527187.097146818))",NYBronx1938,301.37091064453125,301.5340576171875,298.38427734375,305.8087158203125,1.2647415399551392,1239.0
6,,B3,B,"POLYGON ((595882.4119435445 4528399.970090722, 595742.6763785282 4527873.947828432, 595687.4130733353 4527781.071573993, 595144.1840651151 4527886.544597552, 594935.9661811921 4527821.62324411, 594809.1085740677 4527782.887660087, 594584.7308513949 4527759.658254083, 594593.7575753571 4527805.255027427, 594622.5757270702 4527900.176349878, 594698.6740886326 4528055.545295113, 594759.0754037329 4528123.343374857, 594817.3195007355 4528171.964747733, 594907.9336856109 4528225.790325915, 595089.0347149164 4528343.016318911, 595148.5996264499 4528382.081926363, 595218.8663120294 4528429.663448141, 595339.0019998155 4528615.516340025, 595456.3033041505 4528556.001028716, 595882.4119435445 4528399.970090722))",NYBronx1938,302.2070007324219,302.0953063964844,296.59063720703125,305.0502014160156,1.300336837768555,719.0
7,,B4,B,"POLYGON ((593227.3879228624 4526410.539635218, 593208.4651411859 4526402.319881354, 593195.4488821271 4526402.15537018, 593173.3458351925 4526407.861438787, 593140.3298316519 4526405.449255366, 593093.4474964095 4526390.891324516, 593053.6367191502 4526371.43513489, 592998.2081085895 4526319.859758321, 592966.5450690264 4526289.533210862, 592935.505927371 4526289.141980378, 592907.2694739549 4526304.747420284, 592886.9678626825 4526326.438302273, 592880.6839540541 4526348.305788593, 592874.4883864329 4526446.127751146, 592879.2518222507 4526462.009890573, 592904.0314903698 4526482.273127421, 592964.7045458385 4526514.959389724, 593049.2806326956 4526557.923061161, 593090.1294581471 4526574.399306795, 593122.1434285883 4526576.798587411, 593145.4487959278 4526555.14702496, 593157.942311398 4526517.398105603, 593177.5580865084 4526470.760988976, 593201.7516435243 4526458.098463779, 593218.9114757829 4526447.342237948, 593229.2391450884 4526422.533772571, 593227.3879228624 4526410.539635218))",NYBronx1938,301.2092590332031,301.09228515625,299.8778076171875,302.0315856933594,0.6602607369422913,64.0
8,,B5,B,"POLYGON ((593847.8114408129 4524467.362532924, 593787.0457793667 4524614.267008116, 593723.8760962298 4524698.277472312, 593671.0265099737 4524758.471658194, 593551.7902081902 4524840.772476244, 593402.1950899301 4524631.33689421, 593283.8653686121 4524404.332982092, 593243.5720995114 4524342.95569417, 593188.507096021 4524261.434490155, 593142.7891968237 4524189.109662677, 593089.3151121141 4524104.516057129, 593018.9257049412 4523966.918696059, 592984.0631226375 4523871.679202873, 592942.5904874252 4523744.422095755, 592910.0430152537 4523624.260903571, 592831.6974213067 4523401.730187284, 592796.0912630659 4523285.517578177, 592769.735911089 4523230.29714645, 592648.5584053146 4523067.099548777, 592637.3394465423 4523043.006547876, 592611.9336260591 4522991.788975372, 592579.427784174 4522947.468258978, 592508.2170790414 4522873.719441627, 592459.8574361831 4522815.227437975, 592389.5683473757 4522667.633969076, 592300.9164145279 4522465.91219883, 592281.3672314453 4522426.742287568, 592252.8016999398 4522387.459647767, 592222.0328705283 4522364.118952208, 592144.7149155543 4522297.278710525, 592036.7498941537 4522197.118745259, 591972.4895009168 4522127.447361144, 591924.1330805575 4522067.955297615, 591881.0830276795 4521984.573546474, 591859.9363062582 4521912.443330642, 591841.9188944198 4521830.369710095, 591823.3784549306 4521669.432036386, 591798.2721997693 4521593.256954496, 591738.0388895493 4521440.780375501, 591645.6914634323 4521291.895643436, 591573.0329590988 4521171.204601835, 591503.0440766193 4521077.498788149, 591483.3261334315 4521051.299515061, 591465.5749654109 4521028.119420431, 591434.1789154415 4520973.823615164, 591420.5712361783 4520939.713547913, 591393.8386552652 4520913.427247833, 591380.8992735487 4520906.279084832, 591351.989665943 4520893.942035973, 591159.3276419726 4520451.302139344, 591135.7586077872 4520412.075536368, 591108.6365768394 4520335.865543284, 591033.2057103947 4520113.295259023, 591000.1425068977 4520031.019078478, 590991.9622295899 4520016.342812479, 590964.8408452355 4519967.684544043, 590923.5258337546 4519904.275595046, 590889.1636149966 4519845.944114202, 590801.3513984209 4519651.166574467, 590759.0155373316 4519670.615621806, 590725.4296677982 4519712.13813598, 590698.7365552785 4519763.729571258, 590698.0013969922 4519823.62671067, 590732.8647589143 4519922.898889685, 590791.8023051884 4520020.468929959, 590796.4080560078 4520053.47292633, 590794.1217548798 4520076.408021606, 590801.9667778751 4520090.482025035, 590823.6448271788 4520120.700340714, 590876.9231171247 4520189.245888063, 590885.3770794871 4520235.275439505, 590927.3731329464 4520324.647310149, 590914.8447373675 4520365.42607192, 590939.5030526865 4520397.677023502, 590903.7801561912 4520450.150126537, 590834.46681278 4520463.274522786, 590835.039302477 4520498.223671178, 590895.3606906995 4520645.720564537, 590993.030407027 4520852.574844298, 591101.5265855199 4520993.67232208, 591171.361121848 4521100.350649294, 591206.630701249 4521165.672998969, 591236.2454368257 4521201.975864074, 591278.7249225785 4521251.414805995, 591314.4000034658 4521283.799513568, 591334.1425716615 4521308.001378277, 591355.6913247705 4521348.197286557, 591401.6086323288 4521443.596806328, 591460.376480362 4521553.129472516, 591489.2712972967 4521647.318054177, 591519.4022736812 4521722.555507282, 591615.5053344073 4521972.290548005, 591656.7158106852 4522042.672073659, 591751.7237847026 4522218.524601724, 591825.2960148426 4522345.200936565, 591873.6761654203 4522402.694393326, 591900.351787418 4522432.969059755, 591936.9705097794 4522469.35608786, 591968.6917973111 4522496.699380369, 591996.5798260493 4522510.021900998, 592012.8617646067 4522546.155591575, 592032.3125029183 4522593.307406237, 592122.6441645038 4522741.148687694, 592209.501265452 4522846.029481753, 592258.6399451322 4522922.49379799, 592296.6090310842 4523010.794200441, 592349.0628771171 4523062.348790179, 592391.148768416 4523125.749635958, 592431.6183596287 4523174.160079038, 592467.2540171547 4523208.538116978, 592496.5917239424 4523265.790837659, 592576.9893021574 4523405.516909719, 592611.4562812303 4523480.953177692, 592685.2157429751 4523642.390751918, 592751.757034566 4523847.800011544, 592877.2837374206 4524133.776256612, 593143.9704586281 4524670.977925439, 593352.7453456591 4525000.886930265, 593239.6764294545 4525071.294947721, 593567.6191415204 4525353.812630861, 593709.0699722004 4525808.553842873, 594001.8910593241 4526092.613972242, 593897.4565622273 4526429.465906318, 593893.1975676343 4526449.362963471, 593903.6778562786 4526491.393914592, 593902.0161000388 4526543.245528472, 593993.4459297133 4526519.471585548, 594015.6892324337 4526502.796735747, 594033.11722265 4526471.097106759, 594046.3241920053 4526456.302102813, 594066.4635602664 4526447.580891951, 594099.5554846937 4526444.012823017, 594147.6406566871 4526442.631483377, 594179.7569751078 4526437.056211162, 594225.0551120576 4526418.681078192, 594250.3667786152 4526397.058022885, 594405.3746809887 4526687.333601963, 594518.5067668073 4526845.394086468, 594562.402229114 4526780.120744103, 594583.1170929254 4526726.520085099, 594595.9632476247 4526661.845156726, 594605.8827597192 4526591.146857936, 594609.4494528963 4526547.300433426, 594601.2701400748 4526482.354204187, 594558.4140889148 4526310.221908166, 594855.8401077443 4526232.239105347, 594838.816843232 4526076.393397678, 595108.6505063106 4526088.846849182, 595007.0488496955 4525735.369993486, 594945.5821387384 4525608.871669558, 594814.0399713187 4525323.832952068, 594611.0143628336 4525066.803759156, 594267.2193042564 4524803.980855822, 594234.2983320289 4524793.582438937, 594206.3972857659 4524782.250480372, 593971.7425490859 4524567.724174161, 593847.8114408129 4524467.362532924))",NYBronx1938,302.0628662109375,302.01177978515625,297.0668640136719,306.1531982421875,1.2363210916519165,3880.0
9,,B6,B,"POLYGON ((592676.6980940306 4524730.000104088, 592608.9420608236 4524741.62165055, 592546.0372675529 4524765.776916041, 592472.9306098754 4524804.771396019, 592399.7623453446 4524848.75443936, 592490.9275585896 4524967.133675984, 592544.9438115628 4525252.165383134, 592590.4757782418 4525414.863756485, 592662.5745905048 4525455.67670035, 592669.6645206152 4525430.77364279, 592686.9762199339 4525408.044224407, 592709.0065976221 4525408.32107142, 592742.1274142503 4525402.751247904, 592798.4558331504 4525383.505687728, 592853.8836371538 4525356.267503181, 592872.2853762049 4525326.567985018, 592888.3865311029 4525240.967434738, 592903.8635164681 4525125.425994844, 592906.2306581013 4525096.521495901, 592900.6366794923 4525063.525565912, 592809.4615327534 4524906.728563974, 592779.3951207703 4524828.524474304, 592760.7813320251 4524795.363854306, 592756.0624724738 4524772.355558849, 592761.3457554309 4524750.470787108, 592767.6807016716 4524724.60801059, 592676.6980940306 4524730.000104088))",NYBronx1938,301.33966064453125,301.2508850097656,296.96954345703125,304.9858093261719,1.8007469177246094,251.0
10,,B7,B,"POLYGON ((592767.6807016716 4524724.60801059, 592912.4898093122 4524679.035134167, 592887.6034840475 4524666.748196507, 592859.8004822093 4524647.440134724, 592840.9480576213 4524633.233681348, 592825.2254948904 4524609.088596477, 592810.6046983798 4524576.974915413, 592573.8877137633 4524123.976821448, 592333.953375959 4524104.555930746, 592676.6980940306 4524730.000104088, 592767.6807016716 4524724.60801059))",NYBronx1938,302.166748046875,302.7023010253906,299.6140441894531,309.8466796875,2.422799587249756,152.0
