index,name,holc_id,holc_grade,geometry,loc_year,median,mean,min,max,std,num_pixels
38,,C2,C,"POLYGON ((590168.1525028256 4513299.271763284, 590505.7286079006 4513868.757067225, 590602.4925555032 4514025.426989202, 590713.2938897131 4513975.18484176, 590946.111613381 4513885.113475204, 591180.7564919613 4513810.059241936, 591261.3866363399 4513779.07684153, 591190.4782006865 4513672.282452415, 591037.8309780655 4513441.570262606, 590883.4010876754 4513191.84548593, 590698.2815990043 4512907.761929954, 590350.3111497231 4513142.351153848, 590342.9485827681 4513170.242433357, 590303.5986393469 4513188.749582284, 590176.0727204313 4513281.130882118, 590168.1525028256 4513299.271763284))",NYQueens1938,300.6823425292969,300.9040222167969,297.84039306640625,305.6767272949219,1.4131169319152832,705.0
39,,C20,C,"POLYGON ((595574.6227984951 4510733.007615073, 595536.1817561424 4510737.882479501, 595497.6743614902 4510742.206794419, 595459.1085571867 4510745.979669124, 595420.4922978831 4510749.200326527, 595381.8335485893 4510751.868103324, 595343.140283048 4510753.982450125, 595304.4204820906 4510755.542931565, 595265.6821319937 4510756.549226395, 595226.9332228422 4510757.001127549, 595188.1817468825 4510756.898542181, 595149.4356968817 4510756.241491694, 595110.703064482 4510755.03011172, 595074.1415166855 4510724.63364784, 595037.9361049118 4510693.816780773, 595002.09170064 4510662.583648256, 594966.6131269989 4510630.938444008, 594931.5051581098 4510598.885417187, 594896.7725184662 4510566.42887181, 594862.4198822724 4510533.573166183, 594828.451872833 4510500.322712325, 594794.8730619281 4510466.681975372, 594761.6879691887 4510432.655472986, 594728.9010615021 4510398.247774758, 594674.557782307 4510488.527149709, 594563.7705889241 4510598.079128545, 594558.7568751207 4510606.030160865, 594501.0781262333 4510697.501769599, 594165.1440339084 4510918.498994147, 594121.9965813594 4510950.598067731, 594258.3572153642 4511163.985010668, 594247.9937809216 4511174.049243896, 594173.0042242379 4511152.703706913, 594162.709401527 4511157.37100986, 594155.1274615645 4511232.844984512, 593926.6091206983 4511211.352156227, 593929.9976500153 4511134.025407498, 593843.4626507023 4511120.933562705, 593842.7077353596 4511101.193324354, 593550.7168880103 4511254.979108769, 593535.151053175 4511261.389929122, 593900.1529045444 4511302.260596764, 594210.3530087208 4511326.134544099, 594255.4448555178 4511337.576968133, 594300.66447264 4511348.507145079, 594346.0059987084 4511358.923660278, 594391.4635566159 4511368.82516554, 594437.0312542841 4511378.210379326, 594482.7031854192 4511387.078086919, 594528.4734302779 4511395.427140567, 594574.3360564347 4511403.25645964, 594620.2851195359 4511410.565030762, 594666.314664079 4511417.351907946, 594712.4187241711 4511423.616212711, 594758.591324306 4511429.357134202, 594804.8264801272 4511434.573929283, 594851.1181992088 4511439.265922643, 595121.5061299443 4511476.963559621, 595287.175657152 4511515.876669951, 595429.8870261776 4511529.708243343, 595498.059088841 4511378.783630874, 595525.5215740501 4511350.14949519, 595565.6746287866 4511037.787527318, 595578.3226959637 4510912.995040251, 595582.606848832 4510892.057550865, 595574.6227984951 4510733.007615073))",NYQueens1938,303.2406311035156,303.23046875,299.9170837402344,306.1947937011719,0.8323361873626709,1216.0
40,,C21,C,"POLYGON ((595574.6227984951 4510733.007615073, 595574.4444739603 4510632.053880014, 595666.2978197739 4510343.933571001, 595713.3432708242 4510196.368612886, 595607.0196194825 4510160.604915394, 595442.7926734543 4510132.094993572, 595397.0967061758 4510126.707924956, 595057.3737273205 4509946.38437479, 595040.1839549084 4509926.444030618, 594762.543873521 4510117.244521542, 594766.272288406 4510130.19373921, 594769.4964319336 4510143.276530237, 594772.2115062315 4510156.473414563, 594774.4134714664 4510169.764742458, 594776.0990518481 4510183.130723774, 594777.2657404818 4510196.551457424, 594777.911803102 4510210.006961007, 594778.0362806175 4510223.477200583, 594777.6389905384 4510236.942120474, 594776.7205272249 4510250.381673153, 594775.2822609799 4510263.77584907, 594771.2923219347 4510281.143480666, 594766.7764216344 4510298.382741962, 594761.7387030008 4510315.477832529, 594756.1837871665 4510332.413084309, 594750.1167692145 4510349.17297595, 594743.5432134995 4510365.742147028, 594736.4691485479 4510382.105412132, 594728.9010615021 4510398.247774758, 594761.6879691887 4510432.655472986, 594794.8730619281 4510466.681975372, 594828.451872833 4510500.322712325, 594862.4198822724 4510533.573166183, 594896.7725184662 4510566.42887181, 594931.5051581098 4510598.885417187, 594966.6131269989 4510630.938444008, 595002.09170064 4510662.583648256, 595037.9361049118 4510693.816780773, 595074.1415166855 4510724.63364784, 595110.703064482 4510755.03011172, 595149.4356968817 4510756.241491694, 595188.1817468825 4510756.898542181, 595226.9332228422 4510757.001127549, 595265.6821319937 4510756.549226395, 595304.4204820906 4510755.542931565, 595343.140283048 4510753.982450125, 595381.8335485893 4510751.868103324, 595420.4922978831 4510749.200326527, 595459.1085571867 4510745.979669124, 595497.6743614902 4510742.206794419, 595536.1817561424 4510737.882479501, 595574.6227984951 4510733.007615073))",NYQueens1938,303.3453674316406,303.2098693847656,301.26873779296875,306.489501953125,0.8449144959449768,611.0
41,,C22,C,"POLYGON ((594728.9010615021 4510398.247774758, 594736.4691485479 4510382.105412132, 594743.5432134995 4510365.742147028, 594750.1167692145 4510349.17297595, 594756.1837871665 4510332.413084309, 594761.7387030008 4510315.477832529, 594766.7764216344 4510298.382741962, 594771.2923219347 4510281.143480666, 594775.2822609799 4510263.77584907, 594776.7205272249 4510250.381673153, 594777.6389905384 4510236.942120474, 594778.0362806175 4510223.477200583, 594777.911803102 4510210.006961007, 594777.2657404818 4510196.551457424, 594776.0990518481 4510183.130723774, 594774.4134714664 4510169.764742458, 594772.2115062315 4510156.473414563, 594769.4964319336 4510143.276530237, 594766.272288406 4510130.19373921, 594762.543873521 4510117.244521542, 594738.3033762462 4510082.143105377, 594448.2194885458 4509974.665638797, 594258.3249080027 4509819.231972174, 594243.0362293131 4509835.885124424, 594227.3582286029 4509852.175052103, 594211.2995978235 4509868.092729211, 594194.8692397105 4509883.629336122, 594178.0762628485 4509898.776264478, 594160.9299766261 4509913.525121936, 594143.4398860669 4509927.867736814, 594125.6156865715 4509941.796162616, 594107.4672585342 4509955.302682417, 594089.0046618741 4509968.379813143, 594070.2381304613 4509981.020309694, 594051.1780664434 4509993.217168966, 594031.8350344832 4510004.963633711, 594012.2197559068 4510016.25319628, 593979.5308793715 4510021.837257233, 593995.6286953925 4510327.362896229, 594243.7187347151 4510279.827094144, 594430.8703932294 4510454.660636983, 594383.2615143773 4510505.039146561, 594390.5114541959 4510512.378877608, 594415.3631476834 4510537.538349385, 594450.2586069898 4510539.782457843, 594558.7568751207 4510606.030160865, 594563.7705889241 4510598.079128545, 594674.557782307 4510488.527149709, 594728.9010615021 4510398.247774758))",NYQueens1938,302.7283020019531,302.7228088378906,299.5655822753906,306.0716857910156,1.2230119705200195,394.0
42,,C23,C,"POLYGON ((595040.1839549084 4509926.444030618, 595139.2331899265 4509856.929645984, 595192.6318709947 4509833.755844257, 595245.8015611565 4509810.064944144, 595298.7372174817 4509785.859186292, 595351.4338190682 4509761.140860093, 595403.8863675316 4509735.912303483, 595456.0898874593 4509710.175902715, 595508.0394268908 4509683.934092131, 595559.7300577862 4509657.189353953, 595611.1568764815 4509629.944218034, 595662.3150041616 4509602.20126163, 595713.1995873215 4509573.963109152, 595763.8057982132 4509545.23243194, 595814.1288353184 4509516.011947987, 595864.1639237873 4509486.304421701, 595714.7296919313 4509212.710812369, 595388.4999354541 4509361.786807369, 595064.4442054959 4509066.410258182, 594999.171587961 4509068.573426822, 594712.6370953214 4508868.925816491, 594170.8656264694 4508531.045172792, 594061.3168226092 4508699.646768027, 594052.4290205145 4508770.410457279, 593960.3024522793 4508768.642664335, 593966.0968089483 4508688.44019849, 593841.6905071093 4508603.86931626, 593969.65657808 4508407.496473473, 593685.7379290657 4508221.37811703, 593535.2262110329 4508454.675247401, 593516.7741057865 4508479.140472022, 593498.7859798012 4508503.94610304, 593481.2681574189 4508529.083409143, 593464.2267973186 4508554.543542456, 593447.6678903475 4508580.31754167, 593431.597257428 4508606.396335194, 593416.0205475085 4508632.770744357, 593400.9432355807 4508659.431486649, 593386.3706207634 4508686.369178987, 593372.3078244376 4508713.574341033, 593358.7597884575 4508741.037398529, 593288.2815405572 4508881.893216569, 593293.4387962199 4508888.218092487, 593352.6249616487 4508926.305896295, 593623.6448360601 4509148.899266723, 593803.3668081698 4509351.14385049, 594092.7699487967 4509451.596137722, 594106.0199302514 4509471.115250719, 594118.8485392445 4509490.91162064, 594131.2499303573 4509510.976219886, 594143.2184530833 4509531.299898683, 594154.7486543985 4509551.873389262, 594165.8352812537 4509572.687310084, 594176.4732829453 4509593.73217013, 594186.6578134347 4509614.998373237, 594195.2064946429 4509628.100911961, 594203.2636756129 4509641.508890666, 594210.8183691342 4509655.20401951, 594217.8602735421 4509669.167617146, 594224.379786781 4509683.380636225, 594230.3680194744 4509697.823689381, 594235.8168070394 4509712.477075691, 594240.7187208086 4509727.32080757, 594245.0670781501 4509742.334638013, 594248.8559515617 4509757.498088267, 594252.0801767396 4509772.790475731, 594254.7353596051 4509788.190942197, 594256.8178822804 4509803.678482299, 594258.3249080027 4509819.231972174, 594448.2194885458 4509974.665638797, 594738.3033762462 4510082.143105377, 594762.543873521 4510117.244521542, 595040.1839549084 4509926.444030618))",NYQueens1938,302.3671875,302.44256591796875,299.01190185546875,306.27716064453125,1.0577044486999512,2224.0
43,,C24,C,"POLYGON ((592541.4290358387 4508897.289096111, 592740.130648164 4508868.874355961, 592767.5411514577 4508844.219397601, 592905.9681204598 4508931.944602367, 593285.8128031032 4508898.716934524, 593293.4387962199 4508888.218092487, 593288.2815405572 4508881.893216569, 593281.0821549501 4508873.063954704, 592833.4623736166 4508546.968290194, 592557.2530181088 4508358.522302279, 592298.219403296 4508119.795930441, 592088.6684295604 4507977.588956352, 591962.1362319617 4508197.901446875, 592003.5188181635 4508212.214604788, 591980.856196265 4508339.731670476, 591977.5501753071 4508373.458808884, 591974.7664826954 4508407.232602871, 591972.505772796 4508441.045025821, 591970.7685756718 4508474.888042157, 591969.5552969617 4508508.753609245, 591968.8662177926 4508542.633679319, 591968.7014947254 4508576.520201387, 591969.0611597162 4508610.405123143, 591969.9451201139 4508644.280392878, 591971.3531587031 4508678.137961405, 591973.2849337452 4508711.969783957, 591975.7399790793 4508745.767822108, 591976.6984913358 4508750.390486677, 591978.1329046076 4508754.889303586, 591980.0277607914 4508759.215793774, 591982.3626401486 4508763.323335326, 591985.1123813668 4508767.167665853, 591988.2473527335 4508770.707359415, 591991.733771448 4508773.904272918, 591995.5340676797 4508776.723957079, 591999.6072894186 4508779.136027639, 592003.9095437651 4508781.114492728, 592119.5736172192 4508787.486150729, 592180.993455846 4508927.876685911, 592541.4290358387 4508897.289096111))",NYQueens1938,302.7154846191406,302.78594970703125,299.45697021484375,306.6265869140625,1.1140073537826538,700.0
44,,C25,C,"POLYGON ((592856.8516377925 4507474.718900882, 592600.3050500738 4507484.533534622, 592153.5218915563 4507502.172271634, 591851.1705138967 4507531.225417335, 591831.4935709862 4507535.662160104, 591811.695331588 4507539.526728118, 591791.79255686 4507542.815850706, 591771.8020963804 4507545.526744245, 591751.7408738941 4507547.6571145, 591731.6258729863 4507549.205158574, 591711.474122735 4507550.169566416, 591691.3026832866 4507550.549521945, 591687.629690333 4507555.304501688, 591753.2564738889 4507603.86127557, 591774.3348667887 4507631.796283095, 591795.8647313259 4507659.387376126, 591817.840411731 4507686.62731671, 591840.2561354267 4507713.508959171, 591863.1060145258 4507740.025251963, 591886.3840473853 4507766.169239528, 591910.0841201786 4507791.934064103, 591934.2000085114 4507817.312967521, 591958.7253790502 4507842.299292969, 591983.653791185 4507866.886486734, 592008.9786987251 4507891.068099916, 592034.6934516104 4507914.83779011, 592060.7912976686 4507938.189323062, 592087.2653843754 4507961.116574302, 592088.6684295604 4507977.588956352, 592298.219403296 4508119.795930441, 592557.2530181088 4508358.522302279, 592604.9630191578 4508270.238152239, 592639.6055778754 4508143.571019905, 592647.8027653245 4508134.403864774, 592655.5982774035 4508124.895355294, 592662.9778074403 4508115.062938632, 592669.9278119534 4508104.924656434, 592676.435535494 4508094.499111741, 592682.489034076 4508083.805434869, 592688.0771970935 4508072.863248308, 592693.1897677308 4508061.692630735, 592697.8173617907 4508050.314080187, 592701.9514849252 4508038.748476443, 592734.285166332 4507893.548094307, 592856.8516377925 4507474.718900882))",NYQueens1938,302.55023193359375,302.7762756347656,301.1641845703125,305.3477783203125,0.982427716255188,609.0
45,,C26,C,"POLYGON ((593685.7379290657 4508221.37811703, 593728.7890802892 4508151.576573238, 593730.0156835297 4508149.045909678, 593730.8314925018 4508146.355743325, 593731.2165830027 4508143.571773465, 593731.1615498312 4508140.761990399, 593730.6677365184 4508137.995015007, 593729.7472025703 4508135.33842285, 593671.1445517275 4508089.192363231, 593545.5846438035 4507892.82256667, 593542.7589411626 4507890.04987494, 593539.5842174593 4507887.681413123, 593536.1182963853 4507885.760320455, 593532.4243056253 4507884.32158782, 593528.5695270241 4507883.391420412, 593524.6241710898 4507882.986760369, 593520.6600981492 4507883.114978194, 593516.7495094419 4507883.773738489, 593512.9636320152 4507884.951042495, 593509.3714213468 4507886.62544666, 593506.0383053771 4507888.76645324, 593503.0249927726 4507891.335065823, 593375.0555747795 4508091.985588372, 593373.1319737339 4508095.609576239, 593371.6938137446 4508099.450530448, 593370.7651307192 4508103.444254922, 593370.3614453425 4508107.524000462, 593370.4895037183 4508111.621580371, 593371.147164681 4508115.668510109, 593372.3234356343 4508119.597151895, 593373.9986563381 4508123.341845139, 593376.1448275385 4508126.840003833, 593378.7260789751 4508130.033162529, 593381.6992689165 4508132.867953443, 593465.3348198597 4508186.252292069, 593458.1250726449 4508220.661549354, 593332.1703126651 4508413.118128403, 593350.3707366912 4508450.54616545, 593309.2304790311 4508505.531600841, 593309.8769504641 4508515.443819108, 593309.9651078093 4508524.657956353, 593309.4950998768 4508533.186287209, 593309.0505829703 4508537.197931066, 593308.4661223858 4508541.043873915, 593307.7422721906 4508544.72226691, 593306.8780069563 4508548.23976825, 593305.8727325974 4508551.59880867, 593304.7256165132 4508554.802179547, 593303.4359594327 4508557.852049183, 593302.0020725911 4508560.752600634, 593300.4222174757 4508563.507368261, 593298.6939639293 4508566.12060211, 593295.7668591723 4508569.842342326, 593292.4716731473 4508573.266191936, 593288.7861030174 4508576.415836155, 593284.6648865164 4508579.330203437, 593280.2528862042 4508581.942841176, 593275.2223268957 4508584.478587309, 593270.0098958714 4508586.786466659, 593256.892548089 4508592.213368709, 593253.2608223639 4508593.890715668, 593250.1428523117 4508595.508453794, 593246.6924869393 4508597.598732637, 593243.7203100964 4508599.78733547, 593241.1572402882 4508602.125464929, 593238.9708717782 4508604.643446598, 593237.3594163544 4508611.971230808, 593235.260232075 4508619.175383054, 593232.6826951202 4508626.223730667, 593229.6383178607 4508633.08479696, 593226.1406974162 4508639.727941783, 593222.2054549219 4508646.12349835, 593217.8501657371 4508652.242905702, 593213.0942809545 4508658.058836236, 593207.9590405072 4508663.545317722, 593038.2085285048 4508560.019131278, 593015.6279359603 4508564.090666878, 593015.5798981072 4508568.114305245, 593014.9768845259 4508572.093084577, 593013.830352888 4508575.951411259, 593012.1620872195 4508579.615980399, 593010.003783941 4508583.017168553, 593007.3964496296 4508586.090356463, 593004.3896218785 4508588.777156708, 593001.0404281239 4508591.026522968, 592997.4125002513 4508592.795719783, 592993.5747656765 4508594.051134453, 592989.6001378093 4508594.768915578, 592985.564130803 4508594.935426186, 592981.5434249105 4508594.547502798, 592977.6144096829 4508593.612515527, 592917.2557989317 4508555.281197902, 592921.3781750171 4508435.164093878, 593058.7886300692 4508455.881454362, 593060.0532035386 4508307.100678193, 592900.5839813531 4508247.501975583, 592917.646139588 4508087.514932361, 592930.3758299234 4508081.074279445, 593030.7317517045 4508147.733144289, 593118.9295045307 4508031.237959661, 593053.9561831958 4507972.09089548, 593070.8671829635 4507954.140704279, 593087.3688628454 4507935.816298983, 593103.4528815396 4507917.126935939, 593119.1111086053 4507898.082056001, 593134.335628562 4507878.691279764, 593149.1187449039 4507858.964402717, 593163.4529839865 4507838.911390285, 593177.3310988133 4507818.542372834, 593190.7460726897 4507797.867640528, 593203.6911227952 4507776.897638165, 593216.1597035923 4507755.64295989, 593228.1455101614 4507734.114343856, 593239.6424813824 4507712.32266681, 593250.6448029984 4507690.278938602, 593261.1469105841 4507667.994296623, 593271.1434923332 4507645.480000197, 593280.6294917783 4507622.747424887, 593289.6001103418 4507599.808056757, 593298.0508097704 4507576.67348658, 593305.9773144341 4507553.355403981, 593313.3756135063 4507529.865591531, 593320.2419629901 4507506.215918807, 593326.5728876229 4507482.418336401, 593325.9216344971 4507457.602654168, 592856.8516377925 4507474.718900882, 592734.285166332 4507893.548094307, 592701.9514849252 4508038.748476443, 592697.8173617907 4508050.314080187, 592693.1897677308 4508061.692630735, 592688.0771970935 4508072.863248308, 592682.489034076 4508083.805434869, 592676.435535494 4508094.499111741, 592669.9278119534 4508104.924656434, 592662.9778074403 4508115.062938632, 592655.5982774035 4508124.895355294, 592647.8027653245 4508134.403864774, 592639.6055778754 4508143.571019905, 592604.9630191578 4508270.238152239, 592557.2530181088 4508358.522302279, 592833.4623736166 4508546.968290194, 593281.0821549501 4508873.063954704, 593288.2815405572 4508881.893216569, 593358.7597884575 4508741.037398529, 593372.3078244376 4508713.574341033, 593386.3706207634 4508686.369178987, 593400.9432355807 4508659.431486649, 593416.0205475085 4508632.770744357, 593431.597257428 4508606.396335194, 593447.6678903475 4508580.31754167, 593464.2267973186 4508554.543542456, 593481.2681574189 4508529.083409143, 593498.7859798012 4508503.94610304, 593516.7741057865 4508479.140472022, 593535.2262110329 4508454.675247401, 593685.7379290657 4508221.37811703))",NYQueens1938,302.0514221191406,302.0572509765625,300.2398986816406,304.6977844238281,0.6983580589294434,709.0
46,,C27,C,"POLYGON ((591549.9040201844 4507296.805387263, 591876.8106064443 4507052.913896843, 592042.3346553331 4507266.493996877, 592135.7137779297 4507190.681653102, 592534.431175446 4506892.810759388, 592582.194143194 4506863.001181712, 592712.533493656 4506726.917832895, 592730.6370610767 4506673.627297167, 592749.2352409287 4506620.505655305, 592768.3264496491 4506567.557464693, 592787.9090613162 4506514.787268036, 592807.9814077745 4506462.199592959, 592828.5417787835 4506409.798951628, 592849.5884221488 4506357.589840352, 592871.1195438865 4506305.576739197, 592893.1333083563 4506253.764111602, 592915.6278384294 4506202.15640399, 592938.6012156379 4506150.75804539, 592962.0514803368 4506099.573447051, 592716.2696255352 4506092.979655478, 592499.1249782356 4506064.462935206, 592494.1819449342 4506025.99033145, 592213.9385380481 4505984.09205062, 592205.6002810494 4506024.800299452, 591997.6540331644 4505998.073627218, 591932.9525710904 4505989.759011219, 591956.6466107534 4506028.786691019, 592025.6517355635 4506142.450385058, 591851.4258826041 4506297.149527331, 591887.0592866418 4506354.177817724, 591910.9259469218 4506392.37476744, 591919.9544648788 4506406.824331215, 591881.8094993026 4506438.359389063, 591863.8622717879 4506428.688638233, 591849.8910367824 4506421.160412371, 591650.4455318855 4506569.928118407, 591648.966224018 4506594.506459613, 591648.4242975019 4506603.510199745, 591637.9867747824 4506613.817892271, 591627.1689182178 4506623.728800297, 591615.9859155898 4506633.229012437, 591604.4534670888 4506642.305193887, 591592.5877632782 4506650.944605131, 591580.4054623607 4506659.135119802, 591567.9236668067 4506666.8652417, 591555.1598993402 4506674.124120913, 591542.1320783437 4506680.901569021, 591528.8584927198 4506687.188073404, 591521.0481601934 4506690.608779519, 591513.164916801 4506693.859309609, 591438.734502914 4506736.950213059, 591324.2430503505 4506837.158634462, 591327.9360429193 4506842.237468574, 591411.1271865218 4506956.648167115, 591169.8726334829 4507176.11167657, 591252.6905277928 4507299.544501977, 591380.3682271366 4507432.329601206, 591549.9040201844 4507296.805387263))",NYQueens1938,300.664794921875,300.9127502441406,298.5418395996094,307.9929504394531,1.4196432828903198,1404.0
47,,C28,C,"POLYGON ((592856.8516377925 4507474.718900882, 592881.5749371941 4507381.697066902, 592939.7841204784 4507255.210971171, 593054.8530648496 4507014.218392365, 593171.6010985868 4506736.033405375, 593320.1694876754 4506432.153371557, 593480.8759333135 4506364.558945232, 593472.3030420855 4506343.645763427, 593351.2572032501 4506259.701010801, 593411.0197593479 4506106.811016019, 592962.0514803368 4506099.573447051, 592938.6012156379 4506150.75804539, 592915.6278384294 4506202.15640399, 592893.1333083563 4506253.764111602, 592871.1195438865 4506305.576739197, 592849.5884221488 4506357.589840352, 592828.5417787835 4506409.798951628, 592807.9814077745 4506462.199592959, 592787.9090613162 4506514.787268036, 592768.3264496491 4506567.557464693, 592749.2352409287 4506620.505655305, 592730.6370610767 4506673.627297167, 592712.533493656 4506726.917832895, 592582.194143194 4506863.001181712, 592534.431175446 4506892.810759388, 592135.7137779297 4507190.681653102, 592238.6820103268 4507307.175360426, 592252.6796124673 4507344.153573967, 592173.5222092789 4507379.973748554, 592153.5218915563 4507502.172271634, 592600.3050500738 4507484.533534622, 592856.8516377925 4507474.718900882))",NYQueens1938,300.8819580078125,300.9932861328125,299.0046691894531,305.30535888671875,1.1127952337265017,908.0
48,,C29,C,"POLYGON ((593480.8759333135 4506364.558945232, 593320.1694876754 4506432.153371557, 593171.6010985868 4506736.033405375, 593054.8530648496 4507014.218392365, 592939.7841204784 4507255.210971171, 593072.8888065352 4507297.036550564, 593205.321164952 4507224.68959015, 593273.972495661 4507194.548158555, 593486.8728895541 4507031.202984084, 593545.6743706485 4506826.90842316, 593604.7280201587 4506841.655788545, 593670.4101045271 4506649.446095253, 593480.8759333135 4506364.558945232))",NYQueens1938,301.5125732421875,301.8384094238281,298.8544616699219,307.29541015625,1.7947317361831665,364.0
49,,C3,C,"POLYGON ((592804.5385080783 4514195.211175469, 592568.9374967115 4513929.068088626, 592702.879092061 4513806.638239929, 592970.8083546176 4514086.385514678, 593144.8322549207 4513935.691682409, 593404.4295752741 4514206.353054021, 593562.4311329282 4514133.407838443, 593461.9539102223 4513940.287777656, 593347.2534680237 4513633.66790978, 593233.7070781525 4513378.017079964, 593052.5693319545 4513423.105710545, 592901.7721775571 4513448.792851476, 592655.5787757868 4513503.117572713, 592593.9050421868 4513573.694997678, 592458.3280785561 4513682.320460998, 592380.5668794895 4513740.106309335, 592354.3389934449 4513767.95814491, 592488.3259039393 4513930.908397884, 592248.445269062 4514151.540122663, 592085.7072536539 4513977.449743467, 592272.6809487545 4513800.514823727, 592120.3402034331 4513607.489241811, 591853.5661170649 4513674.764832459, 591613.4357548893 4513705.764551943, 591582.2070833271 4513710.722725865, 591549.3195032344 4513715.49304839, 591518.5260144309 4513719.625890926, 591454.6991349919 4513727.819328779, 591426.6736997244 4513731.698600388, 591411.869579823 4513733.952827694, 591398.26749286 4513736.205616846, 591385.5382865156 4513738.511621091, 591373.5021199323 4513740.903707725, 591357.7190608992 4513744.410463291, 591342.7376219095 4513748.193356414, 591328.3617090763 4513752.302044397, 591314.4556799049 4513756.775524019, 591300.8732166832 4513761.662605219, 591287.553351783 4513766.987043876, 591274.4138191388 4513772.78177375, 591261.3866363399 4513779.07684153, 591425.540165272 4513928.509409418, 591599.8688621154 4514107.525312765, 591744.3996998636 4514262.1917, 591777.7424090782 4514323.554890186, 591898.2461727282 4514473.92562448, 592281.4218980438 4514874.348565885, 592430.8395621493 4514755.819931458, 592607.9137091287 4514591.677708186, 592799.8777384256 4514422.966470371, 592681.6658864808 4514299.18629958, 592804.5385080783 4514195.211175469))",NYQueens1938,301.2033996582031,300.934814453125,294.68096923828125,306.0346984863281,1.7682989835739136,1561.0
50,,C30,C,"POLYGON ((593713.9407717838 4506170.983306973, 593869.6852268344 4506043.914642899, 593879.1007600678 4506014.024820271, 593960.1245169544 4505959.533324705, 593954.161747836 4505914.944089466, 593965.2864959661 4505869.07040525, 594043.2958418729 4505696.000877517, 594045.9834835031 4505688.745571808, 594048.1122099552 4505681.308401207, 594049.6698106331 4505673.732019643, 594050.6473504306 4505666.059879717, 594051.0392210174 4505658.335983504, 594050.8431730489 4505650.604630192, 594050.0603291006 4505642.910162014, 594048.6951772806 4505635.296709928, 594046.7555455249 4505627.807940498, 594044.2525567408 4505620.486805436, 593907.3027815438 4505570.736009323, 593920.935682446 4505485.377391817, 593585.8725111302 4505377.606923043, 593557.740813515 4505458.282769947, 593415.5317768448 4505426.98088932, 593387.2234569015 4505402.115525777, 593384.983335305 4505399.501012218, 593383.1787957356 4505396.571201164, 593381.8537849416 4505393.397442425, 593381.0405717709 4505390.057026853, 593380.7589612626 4505386.631304123, 593381.0158122836 4505383.203701627, 593381.8048704063 4505379.857692777, 593383.1069201571 4505376.67476412, 593384.8902529168 4505373.732430866, 593387.1114390742 4505371.102349086, 593491.1162498654 4505285.311657513, 593501.8703823279 4505268.690481717, 593409.1718969924 4505155.76149381, 593389.667032912 4505166.98779777, 593351.1504712612 4505196.081465181, 593206.7391782509 4505139.744783103, 593128.9959263025 4505277.556890124, 593153.2820339865 4505318.145286374, 593152.9159152962 4505323.213626782, 593151.9565591339 4505328.204338893, 593150.4171649728 4505333.048763458, 593148.3189120293 4505337.680254044, 593145.6906678281 4505342.035093859, 593142.5685910077 4505346.053372309, 593138.995633847 4505349.679809144, 593135.020951313 4505352.864514919, 593130.6992248297 4505355.563677277, 593126.0899099961 4505357.740163641, 593121.2564186588 4505359.364031984, 593116.2652465637 4505360.412942728, 593111.1850586014 4505360.872466017, 593106.0857441977 4505360.736280221, 593101.0374558887 4505360.006258886, 592972.530565355 4505316.879779845, 592757.4207058499 4505212.148942541, 592766.0097328038 4505124.96585055, 592766.5171178074 4505119.816014408, 592765.1202071771 4505117.160668848, 592763.2957224761 4505114.776510125, 592761.095430085 4505112.731185114, 592758.581759472 4505111.082726896, 592755.8260318462 4505109.877908102, 592752.9064365325 4505109.150913769, 592749.9058124254 4505108.922371346, 592746.9092975266 4505109.198765391, 592744.0019132429 4505109.972253581, 592741.2661519725 4505111.220889244, 592429.6165321314 4505366.121670518, 592509.2373648309 4505464.149419665, 592512.9629754381 4505468.226827484, 592516.2586722608 4505472.656321481, 592519.0911259701 4505477.393104644, 592521.4316922848 4505482.38927239, 592523.2567016301 4505487.594297101, 592524.5476984812 4505492.955539141, 592525.2916279602 4505498.41877924, 592525.4809678316 4505503.928766839, 592525.1138045116 4505509.429778857, 592524.1938523822 4505514.866183241, 592522.7304161706 4505520.183001549, 592520.7382968095 4505525.326464961, 592518.2376417032 4505530.244558006, 592515.2537409426 4505534.887544574, 592511.8167715095 4505539.208470864, 591938.5559165645 4505972.728431835, 591932.9525710904 4505989.759011219, 591997.6540331644 4505998.073627218, 592205.6002810494 4506024.800299452, 592213.9385380481 4505984.09205062, 592494.1819449342 4506025.99033145, 592499.1249782356 4506064.462935206, 592716.2696255352 4506092.979655478, 592962.0514803368 4506099.573447051, 593411.0197593479 4506106.811016019, 593553.6511976289 4506101.442096853, 593538.0173907038 4506266.290250454, 593556.7257950787 4506258.997711645, 593575.22343592 4506251.189911854, 593593.4960172565 4506242.872883326, 593611.5294169059 4506234.053051789, 593629.3096973728 4506224.737231488, 593646.823116623 4506214.932619946, 593664.0561386987 4506204.646792393, 593680.9954441672 4506193.887695929, 593697.6279404194 4506182.663643398, 593713.9407717838 4506170.983306973))",NYQueens1938,301.78118896484375,301.7877502441406,299.2464294433594,304.9476013183594,0.8613079786300659,1472.0
